problem,nl_goal,gt_pddl_goal,gt_plan,proposed_plan
train_5,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t15)
(pick-up i1 o19 t15)
(move-to t15 t6)
(pick-up i2 o20 t6)
(move-to t6 t12)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t12)","(move-to t1 t10)
(pick-up i1 o19 t10)
(move-to t10 t2)
(pick-up i2 o20 t2)
(move-to t2 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)
"
train_5,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t15)
(pick-up i1 o19 t15)
(move-to t15 t6)
(pick-up i2 o20 t6)
(move-to t6 t12)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t12)","(move-to t1 t10)
(pick-up i1 o19 t10)
(move-to t10 t2)
(pick-up i2 o20 t2)
(move-to t2 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)
"
train_5,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t15)
(pick-up i1 o19 t15)
(move-to t15 t6)
(pick-up i2 o20 t6)
(move-to t6 t12)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t12)","(move-to t1 t7)
(pick-up i1 o19 t7)
(move-to t7 t2)
(pick-up i2 o20 t2)
(move-to t2 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)
"
train_5,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t15)
(pick-up i1 o19 t15)
(move-to t15 t6)
(pick-up i2 o20 t6)
(move-to t6 t12)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t12)","(move-to t1 t10)
(pick-up i1 o19 t10)
(move-to t10 t2)
(pick-up i2 o20 t2)
(move-to t2 t10)
(move-to t10 t3)
(pick-up i3 o21 t3)
(move-to t3 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o21 o24 t10)
"
train_5,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t15)
(pick-up i1 o19 t15)
(move-to t15 t6)
(pick-up i2 o20 t6)
(move-to t6 t12)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t12)","(move-to t1 t10)
(pick-up i1 o19 t10)
(move-to t10 t2)
(pick-up i2 o20 t2)
(move-to t2 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)
"
train_6,Craft a gold ingot.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 GoldIngot)
 ))","(move-to t1 t11)
(pick-up i1 o16 t11)
(move-to t11 t1)
(pick-up i2 o15 t1)
(move-to t1 t3)
(craft-gold-ingot i1 i2 i3 o4 o16 o15 o24 t3)","(move-to t1 t5)
(pick-up i1 o5 t5)
(move-to t5 t8)
(pick-up i2 o6 t8)
(move-to t8 t6)
(move-to t6 t10)
(craft-gold-ingot i1 i2 i3 o5 o6 o24 t10)
"
train_6,Craft a gold ingot.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 GoldIngot)
 ))","(move-to t1 t11)
(pick-up i1 o16 t11)
(move-to t11 t1)
(pick-up i2 o15 t1)
(move-to t1 t3)
(craft-gold-ingot i1 i2 i3 o4 o16 o15 o24 t3)","(move-to t1 t9)
(pick-up i1 o5 t9)
(move-to t9 t6)
(smelt i1 o5 o13 t6)
"
train_6,Craft a gold ingot.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 GoldIngot)
 ))","(move-to t1 t11)
(pick-up i1 o16 t11)
(move-to t11 t1)
(pick-up i2 o15 t1)
(move-to t1 t3)
(craft-gold-ingot i1 i2 i3 o4 o16 o15 o24 t3)","(move-to t1 t8)
(pick-up i1 o12 t8)
(move-to t8 t12)
(pick-up i2 o13 t12)
(move-to t12 t5)
(pick-up i3 o14 t5)
(move-to t5 t1)
(craft-gold-ingot i1 i2 i3 o1 o12 o13 o14 o24 t1)
"
train_6,Craft a gold ingot.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 GoldIngot)
 ))","(move-to t1 t11)
(pick-up i1 o16 t11)
(move-to t11 t1)
(pick-up i2 o15 t1)
(move-to t1 t3)
(craft-gold-ingot i1 i2 i3 o4 o16 o15 o24 t3)","(move-to t1 t9)
(pick-up i1 o5 t9)
(move-to t9 t8)
(craft-gold-ingot i1 i2 o5 o6 o24 t8)
"
train_6,Craft a gold ingot.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 GoldIngot)
 ))","(move-to t1 t11)
(pick-up i1 o16 t11)
(move-to t11 t1)
(pick-up i2 o15 t1)
(move-to t1 t3)
(craft-gold-ingot i1 i2 i3 o4 o16 o15 o24 t3)","(move-to t1 t5)
(pick-up i1 o4 t5)
(move-to t5 t6)
(craft-gold-ingot i1 i2 i3 o4 o8 o9 o24 t6)
"
train_7,Craft a gold ingot.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 GoldIngot)
 ))","(move-to t1 t13)
(pick-up i1 o16 t13)
(move-to t13 t11)
(pick-up i2 o15 t11)
(move-to t11 t3)
(craft-gold-ingot i1 i2 i3 o4 o16 o15 o24 t3)","(move-to t1 t5)
(pick-up i1 o1 t5)
(move-to t5 t8)
(pick-up i2 o2 t8)
(move-to t8 t12)
(craft-gold-ingot i1 i2 i3 o1 o2 o7 o24 t12)
"
train_7,Craft a gold ingot.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 GoldIngot)
 ))","(move-to t1 t13)
(pick-up i1 o16 t13)
(move-to t13 t11)
(pick-up i2 o15 t11)
(move-to t11 t3)
(craft-gold-ingot i1 i2 i3 o4 o16 o15 o24 t3)","(move-to t1 t5)
(pick-up i1 o4 t5)
(move-to t5 t4)
(pick-up i2 o6 t4)
(move-to t4 t6)
(craft-gold-ingot i1 i2 i3 o4 o6 o8 o24 t6)
"
train_7,Craft a gold ingot.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 GoldIngot)
 ))","(move-to t1 t13)
(pick-up i1 o16 t13)
(move-to t13 t11)
(pick-up i2 o15 t11)
(move-to t11 t3)
(craft-gold-ingot i1 i2 i3 o4 o16 o15 o24 t3)","(move-to t1 t4)
(pick-up i1 o6 t4)
(move-to t4 t6)
(pick-up i2 o26 t6)
(move-to t6 t4)
(craft-gold-ingot i1 i2 i3 o4 o6 o26 o24 t4)
"
train_7,Craft a gold ingot.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 GoldIngot)
 ))","(move-to t1 t13)
(pick-up i1 o16 t13)
(move-to t13 t11)
(pick-up i2 o15 t11)
(move-to t11 t3)
(craft-gold-ingot i1 i2 i3 o4 o16 o15 o24 t3)","(move-to t1 t8)
(pick-up i1 o4 t8)
(move-to t8 t12)
(smelt i1 o4 o12 t12)
"
train_7,Craft a gold ingot.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 GoldIngot)
 ))","(move-to t1 t13)
(pick-up i1 o16 t13)
(move-to t13 t11)
(pick-up i2 o15 t11)
(move-to t11 t3)
(craft-gold-ingot i1 i2 i3 o4 o16 o15 o24 t3)","(move-to t1 t4)
(pick-up i1 o15 t4)
(move-to t4 t9)
(pick-up i2 o16 t9)
(move-to t9 t2)
(craft-gold-ingot i1 i2 i3 o1 o15 o16 o24 t2)
"
train_8,Craft a paper.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Paper)
 ))","(move-to t1 t7)
(pick-up i1 o21 t7)
(move-to t7 t13)
(craft-paper i1 i3 o1 o21 o24 t13)","(move-to t1 t3)
(pick-up i1 o5 t3)
(move-to t3 t2)
(craft-paper i1 i3 o5 o24 t2)
"
train_8,Craft a paper.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Paper)
 ))","(move-to t1 t7)
(pick-up i1 o21 t7)
(move-to t7 t13)
(craft-paper i1 i3 o1 o21 o24 t13)","(move-to t1 t7)
(pick-up i1 o8 t7)
(move-to t7 t3)
(craft-paper i1 i3 o8 o24 t3)
"
train_8,Craft a paper.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Paper)
 ))","(move-to t1 t7)
(pick-up i1 o21 t7)
(move-to t7 t13)
(craft-paper i1 i3 o1 o21 o24 t13)","(move-to t1 t12)
(pick-up i1 o12 t12)
(move-to t12 t5)
(pick-up i2 o13 t5)
(move-to t5 t12)
(craft-paper i1 i2 i3 o3 o12 o13 o24 t12)
"
train_8,Craft a paper.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Paper)
 ))","(move-to t1 t7)
(pick-up i1 o21 t7)
(move-to t7 t13)
(craft-paper i1 i3 o1 o21 o24 t13)","(move-to t1 t4)
(pick-up i1 o8 t4)
(move-to t4 t9)
(craft-paper i1 o8 o24 t9)
"
train_8,Craft a paper.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Paper)
 ))","(move-to t1 t7)
(pick-up i1 o21 t7)
(move-to t7 t13)
(craft-paper i1 i3 o1 o21 o24 t13)","(move-to t1 t5)
(pick-up i1 o6 t5)
(move-to t5 t12)
(craft-paper i1 i2 o6 o13 o24 t12)
"
train_9,Craft a wood plank.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 WoodPlank)
 ))","(move-to t1 t4)
(pick-up i1 o8 t4)
(move-to t4 t12)
(craft-wood-plank i1 i3 o1 o8 o24 t12)","(move-to t1 t8)
(pick-up i1 o4 t8)
(move-to t8 t12)
(craft-wood-plank1 i1 i3 o4 o24 t12)
"
train_9,Craft a wood plank.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 WoodPlank)
 ))","(move-to t1 t4)
(pick-up i1 o8 t4)
(move-to t4 t12)
(craft-wood-plank i1 i3 o1 o8 o24 t12)","(move-to t1 t4)
(pick-up i1 o1 t4)
(move-to t4 t12)
(craft-wood-plank i1 i3 o4 o1 o24 t12)
"
train_9,Craft a wood plank.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 WoodPlank)
 ))","(move-to t1 t4)
(pick-up i1 o8 t4)
(move-to t4 t12)
(craft-wood-plank i1 i3 o1 o8 o24 t12)","(move-to t1 t5)
(pick-up i1 o5 t5)
(move-to t5 t12)
(pick-up i2 o6 t12)
(move-to t12 t4)
(craft-wood-plank i1 i2 i3 o3 o5 o6 o24 t4)
"
train_9,Craft a wood plank.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 WoodPlank)
 ))","(move-to t1 t4)
(pick-up i1 o8 t4)
(move-to t4 t12)
(craft-wood-plank i1 i3 o1 o8 o24 t12)","(move-to t1 t8)
(pick-up i1 o13 t8)
(move-to t8 t6)
(craft-wood-plank i1 o13 o22 t6)
"
train_9,Craft a wood plank.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 WoodPlank)
 ))","(move-to t1 t4)
(pick-up i1 o8 t4)
(move-to t4 t12)
(craft-wood-plank i1 i3 o1 o8 o24 t12)","(move-to t1 t4)
(pick-up i1 o1 t4)
(move-to t4 t2)
(pick-up i2 o2 t2)
(move-to t2 t4)
(craft-wood-plank i1 i2 i3 o1 o2 o24 t4)
"
train_10,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t4)
(pick-up i1 o19 t4)
(move-to t4 t15)
(pick-up i2 o20 t15)
(move-to t15 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)","(move-to t1 t10)
(pick-up i1 o19 t10)
(move-to t10 t2)
(pick-up i2 o20 t2)
(move-to t2 t10)
(move-to t10 t3)
(pick-up i3 o21 t3)
(move-to t3 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o21 o24 t10)
"
train_10,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t4)
(pick-up i1 o19 t4)
(move-to t4 t15)
(pick-up i2 o20 t15)
(move-to t15 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)","(move-to t1 t10)
(pick-up i1 o19 t10)
(move-to t10 t2)
(pick-up i2 o20 t2)
(move-to t2 t10)
(move-to t10 t3)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t3)
"
train_10,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t4)
(pick-up i1 o19 t4)
(move-to t4 t15)
(pick-up i2 o20 t15)
(move-to t15 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)","(move-to t1 t10)
(pick-up i1 o19 t10)
(move-to t10 t2)
(pick-up i2 o20 t2)
(move-to t2 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)
"
train_10,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t4)
(pick-up i1 o19 t4)
(move-to t4 t15)
(pick-up i2 o20 t15)
(move-to t15 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)","(move-to t1 t5)
(pick-up i1 o19 t5)
(move-to t5 t9)
(pick-up i2 o20 t9)
(move-to t9 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)
"
train_10,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t4)
(pick-up i1 o19 t4)
(move-to t4 t15)
(pick-up i2 o20 t15)
(move-to t15 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)","(move-to t1 t10)
(pick-up i1 o3 t10)
(move-to t10 t2)
(pick-up i2 o4 t2)
(move-to t2 t3)
(pick-up i3 o5 t3)
(move-to t3 t10)
(craft-beetroot-soup i1 i2 i3 o1 o3 o4 o5 o24 t10)
"
train_11,Craft a boat.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Boat)
 ))","(move-to t1 t1)
(pick-up i1 o9 t1)
(move-to t1 t9)
(craft-boat i1 i3 o6 o9 o24 t9)","(move-to t1 t3)
(pick-up i1 o4 t3)
(move-to t3 t9)
(pick-up i2 o5 t9)
(move-to t9 t8)
(craft-boat i1 i2 i3 o4 o5 o24 t8)
"
train_11,Craft a boat.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Boat)
 ))","(move-to t1 t1)
(pick-up i1 o9 t1)
(move-to t1 t9)
(craft-boat i1 i3 o6 o9 o24 t9)","(move-to t1 t6)
(pick-up i1 o8 t6)
(move-to t6 t4)
(craft-boat i1 i3 o1 o8 o24 t4)
"
train_11,Craft a boat.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Boat)
 ))","(move-to t1 t1)
(pick-up i1 o9 t1)
(move-to t1 t9)
(craft-boat i1 i3 o6 o9 o24 t9)","(move-to t1 t4)
(pick-up i1 o5 t4)
(move-to t4 t8)
(pick-up i2 o6 t8)
(move-to t8 t12)
(craft-boat i1 i2 i3 o5 o6 o24 t12)
"
train_11,Craft a boat.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Boat)
 ))","(move-to t1 t1)
(pick-up i1 o9 t1)
(move-to t1 t9)
(craft-boat i1 i3 o6 o9 o24 t9)","(move-to t1 t5)
(pick-up i1 o3 t5)
(move-to t5 t12)
(move-to t12 t13)
(craft-boat i1 o1 o3 o9 o13 t13)
"
train_11,Craft a boat.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Boat)
 ))","(move-to t1 t1)
(pick-up i1 o9 t1)
(move-to t1 t9)
(craft-boat i1 i3 o6 o9 o24 t9)","(move-to t1 t5)
(pick-up i1 o6 t5)
(move-to t5 t8)
(pick-up i2 o4 t8)
(move-to t8 t12)
(pick-up i3 o5 t12)
(move-to t12 t3)
(craft-boat i1 i2 i3 o4 o5 o6 o24 t3)
"
train_12,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t8)
(pick-up i1 o19 t8)
(move-to t8 t6)
(pick-up i2 o20 t6)
(move-to t6 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)","(move-to t1 t10)
(pick-up i1 o19 t10)
(move-to t10 t2)
(pick-up i2 o20 t2)
(move-to t2 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)
"
train_12,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t8)
(pick-up i1 o19 t8)
(move-to t8 t6)
(pick-up i2 o20 t6)
(move-to t6 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)","(move-to t1 t5)
(pick-up i1 o6 t5)
(move-to t5 t8)
(pick-up i2 o7 t8)
(move-to t8 t4)
(pick-up i3 o8 t4)
(move-to t4 t6)
(craft-beetroot-soup i1 i2 i3 o6 o7 o8 o24 t6)
"
train_12,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t8)
(pick-up i1 o19 t8)
(move-to t8 t6)
(pick-up i2 o20 t6)
(move-to t6 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)","(move-to t1 t10)
(pick-up i1 o19 t10)
(move-to t10 t3)
(pick-up i2 o20 t3)
(move-to t3 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)
"
train_12,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t8)
(pick-up i1 o19 t8)
(move-to t8 t6)
(pick-up i2 o20 t6)
(move-to t6 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)","(move-to t1 t10)
(pick-up i1 o19 t10)
(move-to t10 t2)
(pick-up i2 o20 t2)
(move-to t2 t10)
(move-to t10 t3)
(pick-up i3 o21 t3)
(move-to t3 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o21 o24 t10)
"
train_12,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","(move-to t1 t8)
(pick-up i1 o19 t8)
(move-to t8 t6)
(pick-up i2 o20 t6)
(move-to t6 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)","(move-to t1 t10)
(pick-up i1 o19 t10)
(move-to t10 t2)
(pick-up i2 o20 t2)
(move-to t2 t10)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t10)
"
train_13,Craft a arrow.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Arrow)
 ))","(move-to t1 t11)
(pick-up i1 o10 t11)
(move-to t11 t7)
(pick-up i2 o11 t7)
(move-to t7 t1)
(craft-arrow i1 i2 i3 o2 o10 o11 o24 t1)","(move-to t1 t7)
(pick-up i1 o10 t7)
(move-to t7 t15)
(pick-up i2 o11 t15)
(move-to t15 t3)
(craft-arrow i1 i2 i3 o2 o10 o11 o24 t3)
"
train_13,Craft a arrow.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Arrow)
 ))","(move-to t1 t11)
(pick-up i1 o10 t11)
(move-to t11 t7)
(pick-up i2 o11 t7)
(move-to t7 t1)
(craft-arrow i1 i2 i3 o2 o10 o11 o24 t1)","(move-to t1 t7)
(move-to t7 t15)
(move-to t15 t3)
(pick-up i1 o10 t3)
(pick-up i2 o11 t3)
(craft-arrow i1 i2 i3 o2 o10 o11 o24 t3)
"
train_13,Craft a arrow.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Arrow)
 ))","(move-to t1 t11)
(pick-up i1 o10 t11)
(move-to t11 t7)
(pick-up i2 o11 t7)
(move-to t7 t1)
(craft-arrow i1 i2 i3 o2 o10 o11 o24 t1)","(move-to t1 t7)
(pick-up i1 o10 t7)
(move-to t7 t15)
(pick-up i2 o11 t15)
(move-to t15 t3)
(craft-arrow i1 i2 i3 o2 o10 o11 o24 t3)
"
train_13,Craft a arrow.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Arrow)
 ))","(move-to t1 t11)
(pick-up i1 o10 t11)
(move-to t11 t7)
(pick-up i2 o11 t7)
(move-to t7 t1)
(craft-arrow i1 i2 i3 o2 o10 o11 o24 t1)","(move-to t1 t7)
(pick-up i1 o10 t7)
(move-to t7 t15)
(pick-up i2 o11 t15)
(move-to t15 t5)
(craft-arrow i1 i2 i3 o2 o10 o11 o24 t5)
"
train_13,Craft a arrow.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Arrow)
 ))","(move-to t1 t11)
(pick-up i1 o10 t11)
(move-to t11 t7)
(pick-up i2 o11 t7)
(move-to t7 t1)
(craft-arrow i1 i2 i3 o2 o10 o11 o24 t1)","(move-to t1 t7)
(pick-up i1 o10 t7)
(move-to t7 t15)
(pick-up i2 o11 t15)
(move-to t15 t3)
(craft-arrow i1 i2 i3 o2 o10 o11 o24 t3)
"
train_14,Craft a boat.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Boat)
 ))","(move-to t1 t10)
(pick-up i1 o9 t10)
(move-to t10 t12)
(craft-boat i1 i3 o6 o9 o24 t12)","(move-to t1 t10)
(pick-up i1 o4 t10)
(move-to t10 t4)
(pick-up i2 o5 t4)
(move-to t4 t7)
(pick-up i3 o6 t7)
(move-to t7 t15)
(craft-boat i1 i2 i3 o4 o5 o6 o24 t15)
"
train_14,Craft a boat.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Boat)
 ))","(move-to t1 t10)
(pick-up i1 o9 t10)
(move-to t10 t12)
(craft-boat i1 i3 o6 o9 o24 t12)","(move-to t1 t12)
(pick-up i1 o13 t12)
(move-to t12 t4)
(craft-boat i1 i2 i3 o2 o13 o15 o24 t4)
"
train_14,Craft a boat.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Boat)
 ))","(move-to t1 t10)
(pick-up i1 o9 t10)
(move-to t10 t12)
(craft-boat i1 i3 o6 o9 o24 t12)","(move-to t1 t5)
(pick-up i1 o15 t5)
(move-to t5 t6)
(pick-up i2 o16 t6)
(move-to t6 t7)
(pick-up i3 o17 t7)
(move-to t7 t10)
(craft-boat i1 i2 i3 o13 o14 o15 o16 o17 o24 t10)
"
train_14,Craft a boat.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Boat)
 ))","(move-to t1 t10)
(pick-up i1 o9 t10)
(move-to t10 t12)
(craft-boat i1 i3 o6 o9 o24 t12)","(move-to t1 t16)
(pick-up i1 o13 t16)
(move-to t16 t15)
(pick-up i2 o14 t15)
(move-to t15 t6)
(pick-up i3 o15 t6)
(move-to t6 t2)
(craft-boat i1 i2 i3 o13 o14 o15 o18 o24 t2)
"
