problem_id,goal,task_success,task_plan,task_plan_success_prefix
train_19,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Arrow))\n)', '(move-to t1 t7)\n(pick-up i1 o11 t7)\n(move-to t7 t12)\n(pick-up i2 o10 t12)\n(move-to t12 t1)\n(craft-arrow i2 i1 i3 o2 o10 o11 o24 t1)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_20,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Boat))\n)', '(move-to t1 t5)\n(chop_0 t5 o9 i1)\n(move-to t5 t12)\n(craft-boat_1 t12 o6 i1 o9 i1 o9 i3 o24)')",False,"move-to, chop_0, move-to, craft-boat_1","move-to, chop_0, move-to"
train_21,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 WoodPlank))\n)', '(move-to t1 t4)\n(pick-up i1 o8 t4)\n(move-to t4 t14)\n(craft-wood-plank i1 i3 o1 o8 o24 t14)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_22,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 WoodPlank))\n)', '(move-to t1 t3)\n(pick-up i1 o8 t3)\n(move-to t3 t6)\n(craft-wood-plank i1 i3 o1 o8 o24 t6)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_23,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 WoodPlank))\n)', '(move-to t1 t6)\n(pick-up i1 o8 t6)\n(move-to t6 t7)\n(craft-wood-plank i1 i3 o1 o8 o24 t7)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_24,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Stick))\n)', '(move-to t1 t4)\n(pick-up i1 o8 t4)\n(move-to t4 t9)\n(craft-stick_1 t9 o1 i1 o8 i3 o24)')",False,"move-to, pick-up, move-to, craft-stick_1","move-to, pick-up, move-to, craft-stick_1"
train_24,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Stick))\n)', '(move-to t1 t4)\n(pick-up i1 o9 t4)\n(move-to t4 t9)\n(craft-stick_2 t9 o1 i1 o9 i3 o24)')",True,"move-to, pick-up, move-to, craft-stick_2","move-to, pick-up, move-to, craft-stick_2"
train_25,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Boat))\n)', '(move-to t1 t11)\n(chop_0 t11 o9 i1)\n(move-to t11 t9)\n(craft-boat_1 t9 o6 i1 o9 i1 o9 i3 o24)')",False,"move-to, chop_0, move-to, craft-boat_1","move-to, chop_0, move-to"
train_26,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 CookedPotato))\n)', '(move-to t1 t12)\n(pick-up i1 o18 t12)\n(move-to t12 t14)\n(cook-item_2 t14 o7 i1 o18 i3 o24)')",False,"move-to, pick-up, move-to, cook-item_2","move-to, pick-up, move-to"
train_27,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 WoodPlank))\n)', '(pick-up i1 o8 t1)\n(move-to t1 t12)\n(craft-wood-plank i1 i3 o1 o8 o24 t12)')",True,"pick-up, move-to, craft-wood-plank","pick-up, move-to, craft-wood-plank"
train_28,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Arrow))\n)', '(move-to t1 t3)\n(pick-up i1 o11 t3)\n(move-to t3 t9)\n(pick-up i2 o10 t9)\n(move-to t9 t7)\n(craft-arrow i2 i1 i3 o2 o10 o11 o24 t7)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_31,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Arrow))\n)', '(move-to t1 t12)\n(pick-up i1 o11 t12)\n(move-to t12 t14)\n(pick-up i2 o10 t14)\n(move-to t14 t11)\n(craft-arrow i2 i1 i3 o2 o10 o11 o24 t11)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_32,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Shears))\n)', '(move-to t1 t4)\n(pick-up i1 o12 t4)\n(move-to t4 t15)\n(craft-shears_2 t15 o3 i1 o12 i3 o24)')",True,"move-to, pick-up, move-to, craft-shears_2","move-to, pick-up, move-to, craft-shears_2"
train_33,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Shears))\n)', '(move-to t1 t15)\n(pick-up i1 o12 t15)\n(move-to t15 t9)\n(craft-shears_2 t9 o3 i1 o12 i3 o24)')",True,"move-to, pick-up, move-to, craft-shears_2","move-to, pick-up, move-to, craft-shears_2"
train_34,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o23)\n\t\t(object-of-type o23 Boat))\n)', '(move-to t1 t9)\n(chop_0 t9 o9 i1)\n(move-to t9 t12)\n(craft-boat_1 t12 o6 i1 o9 i1 o9 i3 o23)')",False,"move-to, chop_0, move-to, craft-boat_1","move-to, chop_0, move-to"
train_34,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Boat))\n)', '(move-to t1 t9)\n(chop_0 t9 o9 i1)\n(move-to t9 t12)\n(craft-boat_1 t12 o6 i1 o9 i1 o9 i3 o24)')",False,"move-to, chop_0, move-to, craft-boat_1","move-to, chop_0, move-to"
train_35,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Bowl))\n)', '(move-to t1 t2)\n(pick-up i1 o8 t2)\n(move-to t2 t5)\n(craft-bowl_1 t5 o1 i1 o8 i3 o24)')",False,"move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, craft-bowl_1"
train_35,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Bowl))\n)', '(move-to t1 t7)\n(pick-up i1 o9 t7)\n(move-to t7 t2)\n(craft-bowl1_1 t2 o7 i1 o9 i3 o24)')",True,"move-to, pick-up, move-to, craft-bowl1_1","move-to, pick-up, move-to, craft-bowl1_1"
train_36,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Bowl))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t3)\n(craft-bowl_1 t3 o1 i1 o8 i3 o24)')",False,"move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, craft-bowl_1"
train_36,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Bowl))\n)', '(move-to t1 t14)\n(pick-up i1 o9 t14)\n(move-to t14 t5)\n(craft-bowl1_1 t5 o7 i1 o9 i3 o24)')",True,"move-to, pick-up, move-to, craft-bowl1_1","move-to, pick-up, move-to, craft-bowl1_1"
train_37,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 CookedPotato))\n)', '(move-to t1 t14)\n(pick-up i1 o18 t14)\n(move-to t14 t13)\n(cook-item_2 t13 o7 i1 o18 i3 o24)')",False,"move-to, pick-up, move-to, cook-item_2","move-to, pick-up, move-to"
train_38,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Boat))\n)', '(move-to t1 t8)\n(chop_0 t8 o9 i1)\n(move-to t8 t13)\n(craft-boat_1 t13 o6 i1 o9 i1 o9 i3 o24)')",False,"move-to, chop_0, move-to, craft-boat_1","move-to, chop_0, move-to"
train_39,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 CookedPotato))\n)', '(move-to t1 t3)\n(pick-up i1 o18 t3)\n(move-to t3 t10)\n(cook-item_2 t10 o7 i1 o18 i3 o24)')",False,"move-to, pick-up, move-to, cook-item_2","move-to, pick-up, move-to"
train_41,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Bowl))\n)', '(move-to t1 t14)\n(pick-up i1 o9 t14)\n(craft-bowl1_1 t14 o7 i1 o9 i3 o24)')",True,"move-to, pick-up, craft-bowl1_1","move-to, pick-up, craft-bowl1_1"
train_42,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Bowl))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t3)\n(craft-bowl_1 t3 o1 i1 o8 i3 o24)')",False,"move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, craft-bowl_1"
train_42,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Bowl))\n)', '(move-to t1 t9)\n(pick-up i1 o9 t9)\n(move-to t9 t13)\n(craft-bowl1_1 t13 o7 i1 o9 i3 o24)')",True,"move-to, pick-up, move-to, craft-bowl1_1","move-to, pick-up, move-to, craft-bowl1_1"
train_43,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 GoldIngot))\n)', '(move-to t1 t13)\n(pick-up i1 o16 t13)\n(move-to t13 t12)\n(smelt-gold-ore_0 t12 o4 i1 o16 i3 o24)')",False,"move-to, pick-up, move-to, smelt-gold-ore_0","move-to, pick-up, move-to"
train_44,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 GoldIngot))\n)', '(move-to t1 t12)\n(pick-up i1 o16 t12)\n(move-to t12 t13)\n(smelt-gold-ore_0 t13 o4 i1 o16 i3 o24)')",False,"move-to, pick-up, move-to, smelt-gold-ore_0","move-to, pick-up, move-to"
train_45,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 IronIngot))\n)', '(move-to t1 t6)\n(pick-up i1 o14 t6)\n(move-to t6 t2)\n(smelt-iron_0 t2 o4 i1 o14 i3 o24)')",False,"move-to, pick-up, move-to, smelt-iron_0","move-to, pick-up, move-to"
train_46,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Arrow))\n)', '(move-to t1 t7)\n(pick-up i1 o11 t7)\n(move-to t7 t11)\n(pick-up i2 o10 t11)\n(move-to t11 t8)\n(craft-arrow i2 i1 i3 o2 o10 o11 o24 t8)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_48,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 GoldIngot))\n)', '(move-to t1 t12)\n(pick-up i1 o16 t12)\n(smelt-gold-ore_0 t12 o4 i1 o16 i3 o24)')",False,"move-to, pick-up, smelt-gold-ore_0","move-to, pick-up"
train_49,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Stick))\n)', '(move-to t1 t4)\n(pick-up i1 o9 t4)\n(move-to t4 t14)\n(craft-stick_2 t14 o1 i1 o9 i3 o24)')",True,"move-to, pick-up, move-to, craft-stick_2","move-to, pick-up, move-to, craft-stick_2"
train_50,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Stick))\n)', '(move-to t1 t4)\n(pick-up i1 o8 t4)\n(move-to t4 t6)\n(craft-stick_1 t6 o1 i1 o8 i3 o24)')",False,"move-to, pick-up, move-to, craft-stick_1","move-to, pick-up, move-to, craft-stick_1"
train_50,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Stick))\n)', '(move-to t1 t9)\n(pick-up i1 o9 t9)\n(move-to t9 t6)\n(craft-stick_2 t6 o1 i1 o9 i3 o24)')",True,"move-to, pick-up, move-to, craft-stick_2","move-to, pick-up, move-to, craft-stick_2"
train_53,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Shears))\n)', '(move-to t1 t6)\n(pick-up i1 o12 t6)\n(move-to t6 t12)\n(craft-shears_2 t12 o3 i1 o12 i3 o24)')",True,"move-to, pick-up, move-to, craft-shears_2","move-to, pick-up, move-to, craft-shears_2"
train_54,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Arrow))\n)', '(move-to t1 t10)\n(pick-up i1 o11 t10)\n(move-to t10 t8)\n(pick-up i2 o10 t8)\n(craft-arrow i2 i1 i3 o2 o10 o11 o24 t8)')",True,"move-to, pick-up, move-to, pick-up, craft-arrow","move-to, pick-up, move-to, pick-up, craft-arrow"
train_55,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 CookedPotato))\n)', '(pick-up i1 o18 t1)\n(move-to t1 t10)\n(cook-item_2 t10 o7 i1 o18 i3 o24)')",False,"pick-up, move-to, cook-item_2","pick-up, move-to"
train_58,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Bowl))\n)', '(move-to t1 t5)\n(pick-up i1 o9 t5)\n(move-to t5 t7)\n(craft-bowl1_1 t7 o7 i1 o9 i3 o24)')",True,"move-to, pick-up, move-to, craft-bowl1_1","move-to, pick-up, move-to, craft-bowl1_1"
train_60,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o23)\n\t\t(object-of-type o23 Bowl))\n)', '(move-to t1 t2)\n(pick-up i1 o9 t2)\n(craft-bowl1_1 t2 o7 i1 o9 i3 o23)')",False,"move-to, pick-up, craft-bowl1_1","move-to, pick-up, craft-bowl1_1"
train_60,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Bowl))\n)', '(move-to t1 t2)\n(pick-up i1 o9 t2)\n(craft-bowl1_1 t2 o7 i1 o9 i3 o24)')",True,"move-to, pick-up, craft-bowl1_1","move-to, pick-up, craft-bowl1_1"
train_61,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Stick))\n)', '(pick-up i1 o8 t1)\n(move-to t1 t9)\n(craft-stick_1 t9 o1 i1 o8 i3 o24)')",False,"pick-up, move-to, craft-stick_1","pick-up, move-to, craft-stick_1"
train_61,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Stick))\n)', '(move-to t1 t2)\n(pick-up i1 o9 t2)\n(move-to t2 t9)\n(craft-stick_2 t9 o1 i1 o9 i3 o24)')",True,"move-to, pick-up, move-to, craft-stick_2","move-to, pick-up, move-to, craft-stick_2"
train_62,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Arrow))\n)', '(move-to t1 t13)\n(pick-up i1 o10 t13)\n(move-to t13 t14)\n(pick-up i2 o11 t14)\n(move-to t14 t7)\n(craft-arrow i1 i2 i3 o2 o10 o11 o24 t7)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_63,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 IronIngot))\n)', '(move-to t1 t15)\n(pick-up i1 o14 t15)\n(move-to t15 t1)\n(smelt-iron_0 t1 o4 i1 o14 i3 o24)')",False,"move-to, pick-up, move-to, smelt-iron_0","move-to, pick-up, move-to"
train_64,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Arrow))\n)', '(move-to t1 t10)\n(pick-up i1 o11 t10)\n(move-to t10 t13)\n(pick-up i2 o10 t13)\n(move-to t13 t1)\n(craft-arrow i2 i1 i3 o2 o10 o11 o24 t1)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_65,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 WoodPlank))\n)', '(move-to t1 t6)\n(pick-up i1 o8 t6)\n(move-to t6 t9)\n(craft-wood-plank i1 i3 o1 o8 o24 t9)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_66,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 WoodPlank))\n)', '(move-to t1 t6)\n(pick-up i1 o8 t6)\n(move-to t6 t7)\n(craft-wood-plank i1 i3 o1 o8 o24 t7)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_67,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 IronIngot))\n)', '(pick-up i1 o14 t1)\n(move-to t1 t6)\n(smelt-iron_0 t6 o4 i1 o14 i3 o24)')",False,"pick-up, move-to, smelt-iron_0","pick-up, move-to"
train_68,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 GoldIngot))\n)', '(move-to t1 t2)\n(pick-up i1 o16 t2)\n(smelt-gold-ore_0 t2 o4 i1 o16 i3 o24)')",False,"move-to, pick-up, smelt-gold-ore_0","move-to, pick-up"
train_70,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 GoldIngot))\n)', '(move-to t1 t8)\n(pick-up i1 o16 t8)\n(move-to t8 t6)\n(smelt-gold-ore_0 t6 o4 i1 o16 i3 o24)')",False,"move-to, pick-up, move-to, smelt-gold-ore_0","move-to, pick-up, move-to"
train_71,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Stick))\n)', '(move-to t1 t5)\n(pick-up i1 o9 t5)\n(move-to t5 t3)\n(craft-stick_2 t3 o1 i1 o9 i3 o24)')",True,"move-to, pick-up, move-to, craft-stick_2","move-to, pick-up, move-to, craft-stick_2"
train_72,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Shears))\n)', '(move-to t1 t9)\n(pick-up i1 o12 t9)\n(move-to t9 t8)\n(craft-shears_2 t8 o3 i1 o12 i3 o24)')",True,"move-to, pick-up, move-to, craft-shears_2","move-to, pick-up, move-to, craft-shears_2"
train_74,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 IronIngot))\n)', '(move-to t1 t8)\n(pick-up i1 o14 t8)\n(move-to t8 t5)\n(smelt-iron_0 t5 o4 i1 o14 i3 o24)')",False,"move-to, pick-up, move-to, smelt-iron_0","move-to, pick-up, move-to"
train_78,"('(:goal\n\t(and \n\t\t(inventory-holding i2 o23)\n\t\t(object-of-type o23 Stick))\n)', '(move-to t1 t14)\n(pick-up i1 o8 t14)\n(move-to t14 t11)\n(craft-stick_1 t11 o1 i1 o8 i2 o23)')",False,"move-to, pick-up, move-to, craft-stick_1","move-to, pick-up, move-to, craft-stick_1"
train_78,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Stick))\n)', '(move-to t1 t14)\n(pick-up i1 o8 t14)\n(move-to t14 t11)\n(craft-stick_1 t11 o1 i1 o8 i3 o24)')",False,"move-to, pick-up, move-to, craft-stick_1","move-to, pick-up, move-to, craft-stick_1"
train_78,"('(:goal\n\t(and \n\t\t(inventory-holding i2 o23)\n\t\t(object-of-type o23 Stick))\n)', '(move-to t1 t14)\n(pick-up i1 o9 t14)\n(move-to t14 t11)\n(craft-stick_2 t11 o1 i1 o9 i2 o23)')",False,"move-to, pick-up, move-to, craft-stick_2","move-to, pick-up, move-to, craft-stick_2"
train_78,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Stick))\n)', '(move-to t1 t14)\n(pick-up i1 o9 t14)\n(move-to t14 t11)\n(craft-stick_2 t11 o1 i1 o9 i3 o24)')",True,"move-to, pick-up, move-to, craft-stick_2","move-to, pick-up, move-to, craft-stick_2"
train_79,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Arrow))\n)', '(move-to t1 t4)\n(pick-up i1 o10 t4)\n(move-to t4 t14)\n(pick-up i2 o11 t14)\n(move-to t14 t5)\n(craft-arrow i1 i2 i3 o2 o10 o11 o24 t5)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_80,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 GoldIngot))\n)', '(move-to t1 t15)\n(pick-up i1 o16 t15)\n(move-to t15 t12)\n(smelt-gold-ore_0 t12 o4 i1 o16 i3 o24)')",False,"move-to, pick-up, move-to, smelt-gold-ore_0","move-to, pick-up, move-to"
train_81,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Bowl))\n)', '(move-to t1 t11)\n(pick-up i1 o9 t11)\n(move-to t11 t3)\n(craft-bowl1_1 t3 o7 i1 o9 i3 o24)')",True,"move-to, pick-up, move-to, craft-bowl1_1","move-to, pick-up, move-to, craft-bowl1_1"
