problem_id,goal,task_success,task_plan,task_plan_success_prefix
train_16,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17))\n)', '(move-to t1 t15)\n(pick-up i1 o11 t15)\n(mine-potatoes t15 o7 i1 o11 i3 o17)')",True,"move-to, pick-up, mine-potatoes","move-to, pick-up, mine-potatoes"
train_17,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17))\n)', '(pick-up i1 o9 t1)\n(move-to t1 t5)\n(mine-potatoes t5 o7 i1 o9 i3 o17)')",True,"pick-up, move-to, mine-potatoes","pick-up, move-to, mine-potatoes"
train_19,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '(move-to t1 t8)\n(pick-up i1 o11 t8)\n(move-to t8 t11)\n(mine-gold t11 o9 i1 o11 i3 o17)')",True,"move-to, pick-up, move-to, mine-gold","move-to, pick-up, move-to, mine-gold"
train_20,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Beetroot))\n)', '(move-to t1 t11)\n(pick-up i1 o14 t11)\n(move-to t11 t4)\n(harvest-beetroot t4 o8 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, harvest-beetroot","move-to, pick-up, move-to, harvest-beetroot"
train_21,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '(move-to t1 t7)\n(pick-up i1 o11 t7)\n(move-to t7 t2)\n(mine-gold t2 o9 i1 o11 i3 o17)')",True,"move-to, pick-up, move-to, mine-gold","move-to, pick-up, move-to, mine-gold"
train_22,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17))\n)', '(move-to t1 t9)\n(pick-up i1 o12 t9)\n(mine-potatoes t9 o7 i1 o12 i3 o17)')",True,"move-to, pick-up, mine-potatoes","move-to, pick-up, mine-potatoes"
train_23,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wool))\n)', '(move-to t1 t9)\n(pick-up i1 o14 t9)\n(move-to t9 t3)\n(mine-wool1 t3 o6 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, mine-wool1","move-to, pick-up, move-to, mine-wool1"
train_25,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(pick-up i1 o14 t1)\n(move-to t1 t15)\n(mine-feather t15 o5 i1 o14 i3 o17)')",False,"pick-up, move-to, mine-feather","pick-up, move-to, mine-feather"
train_26,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o16)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t6)\n(pick-up i1 o14 t6)\n(harvest-beetroot t6 o8 i1 o14 i3 o16)\n(move-to t6 t7)\n(mine-feather t7 o5 i1 o14 i2 o17)')",False,"move-to, pick-up, harvest-beetroot, move-to, mine-feather","move-to, pick-up, harvest-beetroot, move-to, mine-feather"
train_28,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t14)\n(pick-up i1 o14 t14)\n(move-to t14 t6)\n(mine-feather t6 o5 i1 o14 i3 o17)')",False,"move-to, pick-up, move-to, mine-feather","move-to, pick-up, move-to, mine-feather"
train_29,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 SugarCane))\n)', '(move-to t1 t15)\n(pick-up i1 o14 t15)\n(move-to t15 t9)\n(harvest-sugar-cane t9 t9 o10 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, harvest-sugar-cane","move-to, pick-up, move-to, harvest-sugar-cane"
train_33,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17))\n)', '(move-to t1 t11)\n(pick-up i1 o14 t11)\n(mine-feather t11 o5 i1 o14 i3 o17)')",False,"move-to, pick-up, mine-feather","move-to, pick-up, mine-feather"
train_33,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17))\n)', '(pick-up i1 o8 t1)\n(move-to t1 t5)\n(mine-potatoes t5 o7 i1 o8 i3 o17)')",True,"pick-up, move-to, mine-potatoes","pick-up, move-to, mine-potatoes"
train_34,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(move-to t1 t2)\n(pick-up i1 o3 t2)\n(move-to t2 t4)\n(mine-potatoes t4 o7 i1 o3 i3 o17)')",True,"move-to, pick-up, move-to, mine-potatoes","move-to, pick-up, move-to, mine-potatoes"
train_35,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(move-to t1 t2)\n(pick-up i1 o10 t2)\n(move-to t2 t13)\n(mine-potatoes t13 o7 i1 o10 i3 o17)')",True,"move-to, pick-up, move-to, mine-potatoes","move-to, pick-up, move-to, mine-potatoes"
train_36,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '(move-to t1 t15)\n(pick-up i1 o11 t15)\n(move-to t15 t4)\n(mine-gold t4 o9 i1 o11 i3 o17)')",True,"move-to, pick-up, move-to, mine-gold","move-to, pick-up, move-to, mine-gold"
train_38,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t4)\n(pick-up i1 o14 t4)\n(move-to t4 t2)\n(mine-feather t2 o5 i1 o14 i3 o17)')",False,"move-to, pick-up, move-to, mine-feather","move-to, pick-up, move-to, mine-feather"
train_39,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 SugarCane))\n)', '(move-to t1 t5)\n(pick-up i1 o14 t5)\n(move-to t5 t6)\n(harvest-sugar-cane t6 t6 o10 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, harvest-sugar-cane","move-to, pick-up, move-to, harvest-sugar-cane"
train_41,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wool))\n)', '(move-to t1 t12)\n(pick-up i1 o14 t12)\n(mine-wool1 t12 o6 i1 o14 i3 o17)')",True,"move-to, pick-up, mine-wool1","move-to, pick-up, mine-wool1"
train_42,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '(move-to t1 t2)\n(pick-up i1 o11 t2)\n(move-to t2 t1)\n(mine-iron-ore i1 i3 o1 o11 o17 t1)')",True,"move-to, pick-up, move-to, mine-iron-ore","move-to, pick-up, move-to, mine-iron-ore"
train_44,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '(move-to t1 t6)\n(pick-up i1 o11 t6)\n(move-to t6 t8)\n(mine-gold t8 o9 i1 o11 i3 o17)')",True,"move-to, pick-up, move-to, mine-gold","move-to, pick-up, move-to, mine-gold"
train_45,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wool))\n)', '(move-to t1 t12)\n(pick-up i1 o14 t12)\n(move-to t12 t2)\n(mine-wool1 t2 o6 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, mine-wool1","move-to, pick-up, move-to, mine-wool1"
train_46,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '(move-to t1 t8)\n(pick-up i1 o11 t8)\n(move-to t8 t4)\n(mine-iron-ore i1 i3 o1 o11 o17 t4)')",True,"move-to, pick-up, move-to, mine-iron-ore","move-to, pick-up, move-to, mine-iron-ore"
train_47,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17))\n)', '(move-to t1 t9)\n(pick-up i1 o11 t9)\n(mine-potatoes t9 o7 i1 o11 i3 o17)')",True,"move-to, pick-up, mine-potatoes","move-to, pick-up, mine-potatoes"
train_48,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(pick-up i1 o13 t1)\n(move-to t1 t14)\n(mine-potatoes t14 o7 i1 o13 i3 o17)')",True,"pick-up, move-to, mine-potatoes","pick-up, move-to, mine-potatoes"
train_49,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 SugarCane))\n)', '(move-to t1 t15)\n(pick-up i1 o14 t15)\n(move-to t15 t12)\n(harvest-sugar-cane t12 t12 o10 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, harvest-sugar-cane","move-to, pick-up, move-to, harvest-sugar-cane"
train_50,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o16)\n\t\t(object-of-type o16 Wool))\n)', '(move-to t1 t7)\n(pick-up i1 o14 t7)\n(move-to t7 t1)\n(mine-wool1 t1 o6 i1 o14 i3 o16)')",True,"move-to, pick-up, move-to, mine-wool1","move-to, pick-up, move-to, mine-wool1"
train_51,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t15)\n(pick-up i1 o14 t15)\n(move-to t15 t7)\n(mine-feather t7 o5 i1 o14 i3 o17)')",False,"move-to, pick-up, move-to, mine-feather","move-to, pick-up, move-to, mine-feather"
train_52,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wool))\n)', '(move-to t1 t10)\n(pick-up i1 o14 t10)\n(move-to t10 t4)\n(mine-wool1 t4 o6 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, mine-wool1","move-to, pick-up, move-to, mine-wool1"
train_53,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17))\n)', '(pick-up i1 o14 t1)\n(move-to t1 t3)\n(mine-wool1 t3 o6 i1 o14 i3 o17)')",True,"pick-up, move-to, mine-wool1","pick-up, move-to, mine-wool1"
train_54,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wool))\n)', '(move-to t1 t3)\n(pick-up i1 o14 t3)\n(move-to t3 t1)\n(mine-wool1 t1 o6 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, mine-wool1","move-to, pick-up, move-to, mine-wool1"
train_55,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '(move-to t1 t4)\n(pick-up i1 o11 t4)\n(move-to t4 t13)\n(mine-gold t13 o9 i1 o11 i3 o17)')",True,"move-to, pick-up, move-to, mine-gold","move-to, pick-up, move-to, mine-gold"
train_56,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17))\n)', '(move-to t1 t2)\n(pick-up i1 o13 t2)\n(mine-potatoes t2 o7 i1 o13 i3 o17)')",True,"move-to, pick-up, mine-potatoes","move-to, pick-up, mine-potatoes"
train_57,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t5)\n(pick-up i1 o14 t5)\n(move-to t5 t1)\n(mine-feather t1 o5 i1 o14 i3 o17)')",False,"move-to, pick-up, move-to, mine-feather","move-to, pick-up, move-to, mine-feather"
train_58,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(pick-up i1 o9 t1)\n(move-to t1 t7)\n(mine-potatoes t7 o7 i1 o9 i3 o17)')",True,"pick-up, move-to, mine-potatoes","pick-up, move-to, mine-potatoes"
train_59,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(pick-up i1 o4 t1)\n(move-to t1 t14)\n(mine-potatoes t14 o7 i1 o4 i3 o17)')",True,"pick-up, move-to, mine-potatoes","pick-up, move-to, mine-potatoes"
train_60,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Beetroot))\n)', '(move-to t1 t12)\n(pick-up i1 o14 t12)\n(move-to t12 t3)\n(harvest-beetroot t3 o8 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, harvest-beetroot","move-to, pick-up, move-to, harvest-beetroot"
train_61,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(pick-up i1 o2 t1)\n(move-to t1 t11)\n(mine-potatoes t11 o7 i1 o2 i3 o17)')",True,"pick-up, move-to, mine-potatoes","pick-up, move-to, mine-potatoes"
train_63,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wool))\n)', '(move-to t1 t5)\n(pick-up i1 o14 t5)\n(move-to t5 t1)\n(mine-wool1 t1 o6 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, mine-wool1","move-to, pick-up, move-to, mine-wool1"
train_66,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '(move-to t1 t14)\n(pick-up i1 o11 t14)\n(move-to t14 t11)\n(mine-gold t11 o9 i1 o11 i3 o17)')",True,"move-to, pick-up, move-to, mine-gold","move-to, pick-up, move-to, mine-gold"
train_68,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17))\n)', '(pick-up i1 o12 t1)\n(move-to t1 t6)\n(mine-potatoes t6 o7 i1 o12 i3 o17)')",True,"pick-up, move-to, mine-potatoes","pick-up, move-to, mine-potatoes"
train_69,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(move-to t1 t10)\n(pick-up i1 o13 t10)\n(mine-potatoes t10 o7 i1 o13 i3 o17)')",True,"move-to, pick-up, mine-potatoes","move-to, pick-up, mine-potatoes"
train_70,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 SugarCane))\n)', '(move-to t1 t5)\n(pick-up i1 o14 t5)\n(move-to t5 t10)\n(harvest-sugar-cane t10 t10 o10 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, harvest-sugar-cane","move-to, pick-up, move-to, harvest-sugar-cane"
train_71,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t8)\n(pick-up i1 o14 t8)\n(move-to t8 t14)\n(mine-feather t14 o5 i1 o14 i3 o17)')",False,"move-to, pick-up, move-to, mine-feather","move-to, pick-up, move-to, mine-feather"
train_72,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(pick-up i1 o14 t1)\n(move-to t1 t14)\n(mine-potatoes t14 o7 i1 o14 i3 o17)')",True,"pick-up, move-to, mine-potatoes","pick-up, move-to, mine-potatoes"
train_74,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t9)\n(pick-up i1 o14 t9)\n(move-to t9 t1)\n(mine-feather t1 o5 i1 o14 i3 o17)')",False,"move-to, pick-up, move-to, mine-feather","move-to, pick-up, move-to, mine-feather"
train_75,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t5)\n(pick-up i1 o14 t5)\n(move-to t5 t3)\n(mine-feather t3 o5 i1 o14 i3 o17)')",False,"move-to, pick-up, move-to, mine-feather","move-to, pick-up, move-to, mine-feather"
train_76,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Beetroot))\n)', '(move-to t1 t13)\n(pick-up i1 o14 t13)\n(move-to t13 t11)\n(harvest-beetroot t11 o8 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, harvest-beetroot","move-to, pick-up, move-to, harvest-beetroot"
train_78,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(pick-up i1 o4 t1)\n(move-to t1 t3)\n(mine-potatoes t3 o7 i1 o4 i3 o17)')",True,"pick-up, move-to, mine-potatoes","pick-up, move-to, mine-potatoes"
train_79,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '(move-to t1 t8)\n(pick-up i1 o11 t8)\n(move-to t8 t3)\n(mine-gold t3 o9 i1 o11 i3 o17)')",True,"move-to, pick-up, move-to, mine-gold","move-to, pick-up, move-to, mine-gold"
train_80,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(pick-up i1 o4 t1)\n(move-to t1 t13)\n(mine-potatoes t13 o7 i1 o4 i3 o17)')",True,"pick-up, move-to, mine-potatoes","pick-up, move-to, mine-potatoes"
train_83,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '(move-to t1 t8)\n(pick-up i1 o11 t8)\n(move-to t8 t6)\n(mine-iron-ore i1 i3 o1 o11 o17 t6)')",True,"move-to, pick-up, move-to, mine-iron-ore","move-to, pick-up, move-to, mine-iron-ore"
train_86,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '(move-to t1 t12)\n(pick-up i1 o11 t12)\n(move-to t12 t3)\n(mine-iron-ore i1 i3 o1 o11 o17 t3)')",True,"move-to, pick-up, move-to, mine-iron-ore","move-to, pick-up, move-to, mine-iron-ore"
train_87,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t8)\n(pick-up i1 o14 t8)\n(move-to t8 t12)\n(mine-feather t12 o5 i1 o14 i3 o17)')",False,"move-to, pick-up, move-to, mine-feather","move-to, pick-up, move-to, mine-feather"
train_89,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Beetroot))\n)', '(move-to t1 t10)\n(pick-up i1 o14 t10)\n(move-to t10 t14)\n(harvest-beetroot t14 o8 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, harvest-beetroot","move-to, pick-up, move-to, harvest-beetroot"
train_90,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '(move-to t1 t11)\n(pick-up i1 o11 t11)\n(move-to t11 t7)\n(mine-iron-ore i1 i3 o1 o11 o17 t7)')",True,"move-to, pick-up, move-to, mine-iron-ore","move-to, pick-up, move-to, mine-iron-ore"
train_91,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t14)\n(pick-up i1 o14 t14)\n(move-to t14 t9)\n(mine-feather t9 o5 i1 o14 i3 o17)')",False,"move-to, pick-up, move-to, mine-feather","move-to, pick-up, move-to, mine-feather"
train_92,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17))\n)', '(move-to t1 t8)\n(pick-up i1 o14 t8)\n(mine-feather t8 o5 i1 o14 i3 o17)')",False,"move-to, pick-up, mine-feather","move-to, pick-up, mine-feather"
train_92,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17))\n)', '(move-to t1 t13)\n(pick-up i1 o11 t13)\n(mine-iron-ore i1 i3 o1 o11 o17 t13)')",True,"move-to, pick-up, mine-iron-ore","move-to, pick-up, mine-iron-ore"
train_93,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17))\n)', '(pick-up i1 o9 t1)\n(move-to t1 t14)\n(mine-potatoes t14 o7 i1 o9 i3 o17)')",True,"pick-up, move-to, mine-potatoes","pick-up, move-to, mine-potatoes"
train_94,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(pick-up i1 o9 t1)\n(move-to t1 t2)\n(mine-potatoes t2 o7 i1 o9 i3 o17)')",True,"pick-up, move-to, mine-potatoes","pick-up, move-to, mine-potatoes"
train_95,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '(move-to t1 t10)\n(pick-up i1 o11 t10)\n(move-to t10 t5)\n(mine-gold t5 o9 i1 o11 i3 o17)')",True,"move-to, pick-up, move-to, mine-gold","move-to, pick-up, move-to, mine-gold"
train_96,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 SugarCane))\n)', '(move-to t1 t5)\n(pick-up i1 o14 t5)\n(move-to t5 t6)\n(harvest-sugar-cane t6 t6 o10 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, harvest-sugar-cane","move-to, pick-up, move-to, harvest-sugar-cane"
train_98,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(pick-up i1 o1 t1)\n(move-to t1 t5)\n(mine-potatoes t5 o7 i1 o1 i3 o17)')",True,"pick-up, move-to, mine-potatoes","pick-up, move-to, mine-potatoes"
train_99,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t10)\n(pick-up i1 o14 t10)\n(move-to t10 t15)\n(mine-feather t15 o5 i1 o14 i3 o17)')",False,"move-to, pick-up, move-to, mine-feather","move-to, pick-up, move-to, mine-feather"
