problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/pick_cool_then_place_in_recep-PotatoSliced-None-CounterTop-20/trial_T20190909_124223_494312,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(SliceObject_2 agent1 loc_bar_2_bar__minus_5_bar_2_bar_60 potato_1_dot_829888104_comma_1_dot_829888104_comma__minus_7_dot_00534248_comma__minus_7_dot_00534248_comma_3_dot_771224_comma_3_dot_771224)')",False,SliceObject_2,
train/pick_cool_then_place_in_recep-PotatoSliced-None-CounterTop-20/trial_T20190909_124223_494312,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?ot - object)\n(exists (?o - object)\n(and \n\t\t(objectType ?o KnifeType)\n\t\t(objectType ?ot PotatoType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?ot ?r)\n\t\t(sliceable ?ot)\n\t\t(isSliced ?ot)\n\t\t(inReceptacle ?ot ?r)))))\n)', '(TakeObject_0 agent1 loc_bar__minus_1_bar__minus_5_bar_2_bar_30 potato__minus_2_dot_2590248_comma__minus_2_dot_2590248_comma__minus_8_dot_93582632_comma__minus_8_dot_93582632_comma_3_dot_771223784_comma_3_dot_771223784)\n(PlaceObject_0 agent1 loc_bar__minus_3_bar__minus_3_bar_3_bar_60 fridge__minus_5_dot_98224832_comma__minus_5_dot_98224832_comma__minus_2_dot_812_comma__minus_2_dot_812_comma_0_dot_0_comma_0_dot_0 potato__minus_2_dot_2590248_comma__minus_2_dot_2590248_comma__minus_8_dot_93582632_comma__minus_8_dot_93582632_comma_3_dot_771223784_comma_3_dot_771223784)\n(PutObjectInReceptacle agent1 loc_bar__minus_3_bar__minus_3_bar_3_bar_60 potatotype potato__minus_2_dot_2590248_comma__minus_2_dot_2590248_comma__minus_8_dot_93582632_comma__minus_8_dot_93582632_comma_3_dot_771223784_comma_3_dot_771223784 fridge__minus_5_dot_98224832_comma__minus_5_dot_98224832_comma__minus_2_dot_812_comma__minus_2_dot_812_comma_0_dot_0_comma_0_dot_0)\n(TakeObject_0 agent1 loc_bar__minus_3_bar__minus_3_bar_3_bar_60 potato__minus_2_dot_2590248_comma__minus_2_dot_2590248_comma__minus_8_dot_93582632_comma__minus_8_dot_93582632_comma_3_dot_771223784_comma_3_dot_771223784)\n(CutObject_2 agent1 loc_bar__minus_3_bar__minus_3_bar_3_bar_60 potato__minus_2_dot_2590248_comma__minus_2_dot_2590248_comma__minus_8_dot_93582632_comma__minus_8_dot_93582632_comma_3_dot_771223784_comma_3_dot_771223784 potato__minus_2_dot_2590248_comma__minus_2_dot_2590248_comma__minus_8_dot_93582632_comma__minus_8_dot_93582632_comma_3_dot_771223784_comma_3_dot_771223784)')",False,"TakeObject_0, PlaceObject_0, PutObjectInReceptacle, TakeObject_0, CutObject_2","TakeObject_0, PlaceObject_0, PutObjectInReceptacle, TakeObject_0"
train/pick_cool_then_place_in_recep-PotatoSliced-None-CounterTop-20/trial_T20190909_124223_494312,"('(:goal\n\t(exists (?r2 - receptacle)\n(exists (?r1 - receptacle)\n(exists (?o2 - object)\n(exists (?o1 - object)\n(and \n\t\t(objectType ?o1 KnifeType)\n\t\t(objectType ?o2 PotatoType)\n\t\t(receptacleType ?r1 FridgeType)\n\t\t(receptacleType ?r2 CounterTopType)\n\t\t(inReceptacle ?o1 ?r2)\n\t\t(inReceptacle ?o2 ?r1)\n\t\t(coolable ?o2)\n\t\t(isCool ?o2)\n\t\t(sliceable ?o2)\n\t\t(isSliced ?o2))))))\n)', '(TakeObject_0 agent1 loc_bar_4_bar_1_bar_3_bar_45 butterknife_1_dot_178266288_comma_1_dot_178266288_comma_1_dot_22134304_comma_1_dot_22134304_comma_3_dot_7227464_comma_3_dot_7227464)\n(CoolObject_2 agent1 loc_bar__minus_1_bar__minus_5_bar_2_bar_30 potato__minus_2_dot_2590248_comma__minus_2_dot_2590248_comma__minus_8_dot_93582632_comma__minus_8_dot_93582632_comma_3_dot_771223784_comma_3_dot_771223784)\n(TakeObject_0 agent1 loc_bar__minus_1_bar__minus_5_bar_2_bar_30 potato__minus_2_dot_2590248_comma__minus_2_dot_2590248_comma__minus_8_dot_93582632_comma__minus_8_dot_93582632_comma_3_dot_771223784_comma_3_dot_771223784)\n(PutObjectInReceptacle agent1 loc_bar__minus_3_bar__minus_3_bar_3_bar_60 potatotype potato__minus_2_dot_2590248_comma__minus_2_dot_2590248_comma__minus_8_dot_93582632_comma__minus_8_dot_93582632_comma_3_dot_771223784_comma_3_dot_771223784 fridge__minus_5_dot_98224832_comma__minus_5_dot_98224832_comma__minus_2_dot_812_comma__minus_2_dot_812_comma_0_dot_0_comma_0_dot_0)\n(CutObject_1 butterknife_1_dot_178266288_comma_1_dot_178266288_comma_1_dot_22134304_comma_1_dot_22134304_comma_3_dot_7227464_comma_3_dot_7227464 agent1 loc_bar__minus_3_bar__minus_3_bar_3_bar_60 potato__minus_2_dot_2590248_comma__minus_2_dot_2590248_comma__minus_8_dot_93582632_comma__minus_8_dot_93582632_comma_3_dot_771223784_comma_3_dot_771223784)')",False,"TakeObject_0, CoolObject_2, TakeObject_0, PutObjectInReceptacle, CutObject_1",
train/pick_cool_then_place_in_recep-PotatoSliced-None-CounterTop-20/trial_T20190909_124223_494312,"('(:goal\n\t(exists (?rb - receptacle)\n(exists (?ra - receptacle)\n(exists (?ib - object)\n(exists (?ia - object)\n(and \n\t\t(objectType ?ia ButterKnifeType)\n\t\t(objectType ?ib PotatoType)\n\t\t(receptacleType ?ra FridgeType)\n\t\t(receptacleType ?rb CounterTopType)\n\t\t(inReceptacle ?ia ?ra)\n\t\t(inReceptacle ?ib ?rb)\n\t\t(sliceable ?ib)\n\t\t(isSliced ?ib)\n\t\t(coolable ?ib)\n\t\t(isCool ?ib))))))\n)', '(TakeObject_0 agent1 loc_bar_4_bar_1_bar_3_bar_45 butterknife_1_dot_178266288_comma_1_dot_178266288_comma_1_dot_22134304_comma_1_dot_22134304_comma_3_dot_7227464_comma_3_dot_7227464)\n(PlaceObject_0 agent1 loc_bar__minus_3_bar__minus_3_bar_3_bar_60 fridge__minus_5_dot_98224832_comma__minus_5_dot_98224832_comma__minus_2_dot_812_comma__minus_2_dot_812_comma_0_dot_0_comma_0_dot_0 butterknife_1_dot_178266288_comma_1_dot_178266288_comma_1_dot_22134304_comma_1_dot_22134304_comma_3_dot_7227464_comma_3_dot_7227464)\n(CoolObject_2 agent1 loc_bar_2_bar__minus_5_bar_2_bar_60 potato_1_dot_829888104_comma_1_dot_829888104_comma__minus_7_dot_00534248_comma__minus_7_dot_00534248_comma_3_dot_771224_comma_3_dot_771224)\n(CutObject_1 butterknife_1_dot_178266288_comma_1_dot_178266288_comma_1_dot_22134304_comma_1_dot_22134304_comma_3_dot_7227464_comma_3_dot_7227464 agent1 loc_bar_2_bar__minus_5_bar_2_bar_60 potato_1_dot_829888104_comma_1_dot_829888104_comma__minus_7_dot_00534248_comma__minus_7_dot_00534248_comma_3_dot_771224_comma_3_dot_771224)')",False,"TakeObject_0, PlaceObject_0, CoolObject_2, CutObject_1",
train/pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-19/trial_T20190909_112602_867479,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(CoolObject_2 agent1 loc_bar__minus_8_bar__minus_13_bar_2_bar_60 apple__minus_7_dot_65803336_comma__minus_7_dot_65803336_comma__minus_15_dot_33153532_comma__minus_15_dot_33153532_comma_3_dot_332784_comma_3_dot_332784)\n(TakeObject_0 agent1 loc_bar__minus_8_bar__minus_13_bar_2_bar_60 apple__minus_7_dot_65803336_comma__minus_7_dot_65803336_comma__minus_15_dot_33153532_comma__minus_15_dot_33153532_comma_3_dot_332784_comma_3_dot_332784)\n(PlaceObject_0 agent1 loc_bar__minus_3_bar_0_bar_1_bar_60 garbagecan__minus_1_dot_136_comma__minus_1_dot_136_comma__minus_0_dot_14_comma__minus_0_dot_14_comma_0_dot_0001941937516_comma_0_dot_0001941937516 apple__minus_7_dot_65803336_comma__minus_7_dot_65803336_comma__minus_15_dot_33153532_comma__minus_15_dot_33153532_comma_3_dot_332784_comma_3_dot_332784)\n(TakeObject_0 agent1 loc_bar__minus_4_bar__minus_12_bar_1_bar_45 butterknife__minus_0_dot_641715528_comma__minus_0_dot_641715528_comma__minus_11_dot_2454548_comma__minus_11_dot_2454548_comma_3_dot_654968_comma_3_dot_654968)\n(CutObject_1 butterknife__minus_0_dot_641715528_comma__minus_0_dot_641715528_comma__minus_11_dot_2454548_comma__minus_11_dot_2454548_comma_3_dot_654968_comma_3_dot_654968 agent1 loc_bar__minus_8_bar__minus_13_bar_2_bar_60 apple__minus_7_dot_65803336_comma__minus_7_dot_65803336_comma__minus_15_dot_33153532_comma__minus_15_dot_33153532_comma_3_dot_332784_comma_3_dot_332784)')",False,"CoolObject_2, TakeObject_0, PlaceObject_0, TakeObject_0, CutObject_1",
train/look_at_obj_in_light-Book-None-DeskLamp-302/trial_T20190909_085155_106731,"('(:goal\n\t(exists (?ot - object)\n(exists (?o - object)\n(exists (?l - location)\n(exists (?a - agent)\n(and \n\t\t(toggleable ?ot)\n\t\t(isToggled ?ot)\n\t\t(objectAtLocation ?ot ?l)\n\t\t(atLocation ?a ?l)\n\t\t(objectType ?o BookType)\n\t\t(holds ?a ?o))))))\n)', '(TakeObject_0 agent1 loc_bar_1_bar__minus_3_bar_1_bar_45 book_4_dot_39353656_comma_4_dot_39353656_comma__minus_2_dot_598084212_comma__minus_2_dot_598084212_comma_2_dot_314777852_comma_2_dot_314777852)\n(TurnOnLamp_1 agent1 loc_bar_2_bar_3_bar_0_bar_60 desklamp_1_dot_908377884_comma_1_dot_908377884_comma_5_dot_39931776_comma_5_dot_39931776_comma_2_dot_69906664_comma_2_dot_69906664 desklamp_1_dot_908377884_comma_1_dot_908377884_comma_5_dot_39931776_comma_5_dot_39931776_comma_2_dot_69906664_comma_2_dot_69906664)')",True,"TakeObject_0, TurnOnLamp_1","TakeObject_0, TurnOnLamp_1"
train/pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054109_225243,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o MugType)\n\t\t(receptacleType ?r ShelfType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(TakeObject_0 agent1 loc_bar__minus_2_bar_3_bar_1_bar_45 mug_0_dot_722755968_comma_0_dot_722755968_comma_3_dot_0509496_comma_3_dot_0509496_comma_3_dot_68773_comma_3_dot_68773)\n(WarmObject_1 agent1 loc_bar_6_bar_6_bar_0_bar_45 shelf_6_dot_20640184_comma_6_dot_20640184_comma_9_dot_9316_comma_9_dot_9316_comma_2_dot_1681444_comma_2_dot_1681444 mug_0_dot_722755968_comma_0_dot_722755968_comma_3_dot_0509496_comma_3_dot_0509496_comma_3_dot_68773_comma_3_dot_68773)\n(PutObjectInReceptacle agent1 loc_bar_6_bar_6_bar_0_bar_45 mugtype mug_0_dot_722755968_comma_0_dot_722755968_comma_3_dot_0509496_comma_3_dot_0509496_comma_3_dot_68773_comma_3_dot_68773 shelf_6_dot_20640184_comma_6_dot_20640184_comma_9_dot_9316_comma_9_dot_9316_comma_2_dot_1681444_comma_2_dot_1681444)')",False,"TakeObject_0, WarmObject_1, PutObjectInReceptacle",TakeObject_0
train/pick_heat_then_place_in_recep-Potato-None-Fridge-2/trial_T20190909_030845_198194,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(TakeObject_0 agent1 loc_bar__minus_4_bar_1_bar_3_bar_0 potato__minus_6_dot_79142664_comma__minus_6_dot_79142664_comma_0_dot_806018592_comma_0_dot_806018592_comma_6_dot_80325748_comma_6_dot_80325748)\n(WarmObject_2 agent1 loc_bar__minus_4_bar_1_bar_3_bar_0 potato__minus_6_dot_79142664_comma__minus_6_dot_79142664_comma_0_dot_806018592_comma_0_dot_806018592_comma_6_dot_80325748_comma_6_dot_80325748)')",False,"TakeObject_0, WarmObject_2",TakeObject_0
train/pick_heat_then_place_in_recep-TomatoSliced-None-SinkBasin-15/trial_T20190909_043958_476680,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(TakeObject_0 agent1 loc_bar__minus_9_bar_0_bar_1_bar_30 tomato__minus_4_dot_50811672_comma__minus_4_dot_50811672_comma__minus_0_dot_2143393756_comma__minus_0_dot_2143393756_comma_3_dot_8405164_comma_3_dot_8405164)\n(HeatObject_0 stoveburner__minus_12_dot_5924_comma__minus_12_dot_5924_comma_9_dot_4972_comma_9_dot_4972_comma_3_dot_836_comma_3_dot_836 agent1 loc_bar__minus_10_bar_9_bar_3_bar_45 tomato__minus_4_dot_50811672_comma__minus_4_dot_50811672_comma__minus_0_dot_2143393756_comma__minus_0_dot_2143393756_comma_3_dot_8405164_comma_3_dot_8405164)\n(TakeObject_0 agent1 loc_bar__minus_11_bar_5_bar_3_bar_45 butterknife__minus_13_dot_854512_comma__minus_13_dot_854512_comma_4_dot_75873756_comma_4_dot_75873756_comma_3_dot_6633684_comma_3_dot_6633684)\n(PutObjectInReceptacle agent1 loc_bar__minus_11_bar_5_bar_3_bar_45 tomatotype tomato__minus_4_dot_50811672_comma__minus_4_dot_50811672_comma__minus_0_dot_2143393756_comma__minus_0_dot_2143393756_comma_3_dot_8405164_comma_3_dot_8405164 countertop__minus_13_dot_5272_comma__minus_13_dot_5272_comma_5_dot_428_comma_5_dot_428_comma_3_dot_8052_comma_3_dot_8052)\n(CutObject_1 butterknife__minus_13_dot_854512_comma__minus_13_dot_854512_comma_4_dot_75873756_comma_4_dot_75873756_comma_3_dot_6633684_comma_3_dot_6633684 agent1 loc_bar__minus_11_bar_5_bar_3_bar_45 tomato__minus_4_dot_50811672_comma__minus_4_dot_50811672_comma__minus_0_dot_2143393756_comma__minus_0_dot_2143393756_comma_3_dot_8405164_comma_3_dot_8405164)')",False,"TakeObject_0, HeatObject_0, TakeObject_0, PutObjectInReceptacle, CutObject_1",TakeObject_0
train/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-418/trial_T20190907_035143_529621,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o SoapBarType)\n\t\t(receptacleType ?r CabinetType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(TakeObject_0 agent1 loc_bar__minus_8_bar__minus_14_bar_3_bar_60 soapbar__minus_11_dot_058012_comma__minus_11_dot_058012_comma__minus_14_dot_27493096_comma__minus_14_dot_27493096_comma_0_dot_26605272_comma_0_dot_26605272)\n(WashObject_1 sinkbasin__minus_10_dot_6764_comma__minus_10_dot_6764_comma__minus_12_dot_25439928_comma__minus_12_dot_25439928_comma_3_dot_4556_comma_3_dot_4556 agent1 loc_bar__minus_8_bar__minus_12_bar_3_bar_45 soapbar__minus_11_dot_058012_comma__minus_11_dot_058012_comma__minus_14_dot_27493096_comma__minus_14_dot_27493096_comma_0_dot_26605272_comma_0_dot_26605272)')",False,"TakeObject_0, WashObject_1","TakeObject_0, WashObject_1"
