operator_name,gt_operator,codex_raw_operator,codex_preprocessed_operator,
TurnOnObject,,"
;; Operator, TurnOnObject.
;; TurnOnObject takes any object to turn on. The object may or may not require a tool object or a tool receptacle.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be turned on; ?toolobject - optional tool object; ?toolreceptacle - optional tool receptacle.
;; Preconditions: The agent is at a location and the object is at the same location, the object is toggleable, and the agent either holds the required tool object or the required tool receptacle is at the same location.
;; Postconditions: the ?o object is now turned on.
(:action TurnOnObject
    :parameters (?a - agent ?l - location ?o - object ?toolobject - object ?toolreceptacle - receptacle)
    :precondition (and
        (atLocation ?a ?l)
        (objectAtLocation ?o ?l)
        (toggleable ?o)
        (or
            (holds ?a ?toolobject)
            (and
                (receptacleAtLocation ?toolreceptacle ?l)
                (receptacleType ?toolreceptacle ToolType)
            )
        )
    )
    :effect (and
        (isOn ?o)
    )
)
","(:action TurnOnObject_0
        :parameters (?a - agent ?l - location ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(toggleable ?o)
		)
        :effect (and 
		(isOn ?o)
		)
)",
TurnOnObject,,"
;; Operator, TurnOnObjectWithToolObject.
;; TurnOnObjectWithToolObject takes any object to turn on, plus a specific tool object.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be turned on; ?toolobject - object to turn on the object with.
;; Preconditions: The agent is at a location and the object is at the same location, the object is toggleable, and the agent holds the required tool object.
;; Postconditions: the ?o object is now turned on.
(:action TurnOnObjectWithToolObject
    :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
    :precondition (and
        (atLocation ?a ?l)
        (objectAtLocation ?o ?l)
        (toggleable ?o)
        (holds ?a ?toolobject)
    )
    :effect (and
        (isOn ?o)
    )
)
","(:action TurnOnObject_1
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(toggleable ?o)
		(holds ?a ?toolobject)
		)
        :effect (and 
		(isOn ?o)
		)
)",
TurnOnObject,,"
;; Operator, TurnOnObjectWithToolReceptacle.
;; TurnOnObjectWithToolReceptacle takes any object to turn on, plus a specific tool receptacle.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be turned on; ?toolreceptacle - receptacle to turn on the object with.
;; Preconditions: The agent is at a location and the object is at the same location, the object is toggleable, and the required tool receptacle is at the same location.
;; Postconditions: the ?o object is now turned on.
(:action TurnOnObjectWithToolReceptacle
    :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
    :precondition (and
        (atLocation ?a ?l)
        (objectAtLocation ?o ?l)
        (toggleable ?o)
        (receptacleAtLocation ?toolreceptacle ?l)
        (receptacleType ?toolreceptacle ToolType)
    )
    :effect (and
        (isOn ?o)
    )
)
","(:action TurnOnObject_2
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(toggleable ?o)
		(receptacleAtLocation ?toolreceptacle ?l)
		)
        :effect (and 
		(isOn ?o)
		)
)",
TurnOffObject,,"
(:action TurnOffObject1
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (toggleable ?o)
            (isOn ?o)
        )
        :effect (and
            (not (isOn ?o))
        )
)
","(:action TurnOffObject_0
        :parameters (?a - agent ?l - location ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(toggleable ?o)
		(isOn ?o)
		)
        :effect (and 
		(not (isOn ?o))
		)
)",
TurnOffObject,,"
(:action TurnOffObject2
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
        :precondition (and
            (objectType ?toolobject SwitchType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (toggleable ?o)
            (isOn ?o)
            (holds ?a ?toolobject)
        )
        :effect (and
            (not (isOn ?o))
        )
)
","(:action TurnOffObject_1
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(toggleable ?o)
		(isOn ?o)
		(holds ?a ?toolobject)
		)
        :effect (and 
		(not (isOn ?o))
		)
)",
TurnOffObject,,"
(:action TurnOffObject3
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
        :precondition (and
            (receptacleType ?toolreceptacle LightSwitchBoxType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?toolreceptacle ?l)
            (toggleable ?o)
            (isOn ?o)
            (holds ?a ?o)
        )
        :effect (and
            (not (isOn ?o))
        )
)
","(:action TurnOffObject_2
        :parameters (?a - agent ?l - location ?toolreceptacle - receptacle ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(receptacleAtLocation ?toolreceptacle ?l)
		(toggleable ?o)
		(isOn ?o)
		(holds ?a ?o)
		)
        :effect (and 
		(not (isOn ?o))
		)
)",
CoolObject,"(:action CoolObject
        :parameters (?a - agent ?l - location ?r - receptacle ?o - object)
        :precondition (and
            (receptacleType ?r FridgeType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (holds ?a ?o)
        )
        :effect (and
            (isCool ?o)
        )
    )","
;; Operator, CoolObject.
;; CoolObject takes an object to be cooled and a specific tool of type IceChestType.
;; IceChestType is a rtype. Therefore, the tool is a receptacle.
;; Parameters: ?a - agent, ?l - location of the receptacle; ?o - object to be cooled, ?toolreceptacle - receptacle to cool the object in.
;; Preconditions: The toolreceptacle is an IceChestType, the agent is at a location and the receptacle is at the same location, and the agent is holding the object to be cooled.
;; Postconditions: the ?o object is now cool.
(:action CoolObject
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
        :precondition (and
            (receptacleType ?toolreceptacle IceChestType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?toolreceptacle ?l)
            (holds ?a ?o)
        )
        :effect (and
           (isCool ?o)
        )
    )
","(:action CoolObject_0
        :parameters (?a - agent ?l - location ?toolreceptacle - receptacle ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(receptacleAtLocation ?toolreceptacle ?l)
		(holds ?a ?o)
		)
        :effect (and 
		(isCool ?o)
		)
)",
CoolObject,"(:action CoolObject
        :parameters (?a - agent ?l - location ?r - receptacle ?o - object)
        :precondition (and
            (receptacleType ?r FridgeType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (holds ?a ?o)
        )
        :effect (and
            (isCool ?o)
        )
    )","
;; Operator, CoolObject.
;; CoolObject takes an object to be cooled and a specific tool of type FanType.
;; FanType is an otype. Therefore, the tool is an object.
;; Parameters: ?a - agent, ?l - location of the object to be cooled; ?o - object to be cooled, ?toolobject - object to cool the object with.
;; Preconditions: The toolobject is a FanType, the agent is at a location and the object to be cooled is at the same location, and the agent is holding the tool.
;; Postconditions: the ?o object is now cool.
(:action CoolObject
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
        :precondition (and
            (objectType ?toolobject FanType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (holds ?a ?toolobject)
        )
        :effect (and
            (isCool ?o)
        )
    )
","(:action CoolObject_1
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(holds ?a ?toolobject)
		)
        :effect (and 
		(isCool ?o)
		)
)",
CoolObject,"(:action CoolObject
        :parameters (?a - agent ?l - location ?r - receptacle ?o - object)
        :precondition (and
            (receptacleType ?r FridgeType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (holds ?a ?o)
        )
        :effect (and
            (isCool ?o)
        )
    )","
;; Operator, CoolObject.
;; CoolObject takes an object to be cooled, but does not require a specific tool.
;; Parameters: ?a - agent, ?l - location of the object to be cooled; ?o - object to be cooled.
;; Preconditions: The agent is at a location and the object to be cooled is at the same location.
;; Postconditions: the ?o object is now cool.
(:action CoolObject
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
        )
        :effect (and
            (isCool ?o)
        )
    )
","(:action CoolObject_2
        :parameters (?a - agent ?l - location ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		)
        :effect (and 
		(isCool ?o)
		)
)",
OpenObject,"(:action OpenObject
        :parameters (?a - agent ?l - location ?r - receptacle)
        :precondition (and
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (openable ?r)
            
            
            
            
        )
        :effect (and
            (opened ?r)
        )
    )","
(:action OpenObjectWithTool
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
        :precondition (and
            (objectType ?toolobject ButterKnifeType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (openable ?o)
            (holds ?a ?toolobject)
        )
        :effect (and
            (opened ?o)
        )
)
","(:action OpenObject_0
        :parameters (?toolobject - object ?a - agent ?l - location ?o - receptacle)

        :precondition (and 
		(objectType ?toolobject ButterKnifeType)
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(holds ?a ?toolobject)
		)
        :effect (and 
		(opened ?o)
		)
)",
OpenObject,"(:action OpenObject
        :parameters (?a - agent ?l - location ?r - receptacle)
        :precondition (and
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (openable ?r)
            
            
            
            
        )
        :effect (and
            (opened ?r)
        )
    )","
(:action OpenObjectWithToolReceptacle
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
        :precondition (and
            (receptacleType ?toolreceptacle DrawerType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (openable ?o)
            (receptacleAtLocation ?toolreceptacle ?l)
            (not (opened ?toolreceptacle))
        )
        :effect (and
            (opened ?o)
            (opened ?toolreceptacle)
        )
)
","(:action OpenObject_1
        :parameters (?toolreceptacle - receptacle ?a - agent ?l - location ?o - receptacle)

        :precondition (and 
		(receptacleType ?toolreceptacle DrawerType)
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(receptacleAtLocation ?toolreceptacle ?l)
		(not (opened ?toolreceptacle))
		)
        :effect (and 
		(opened ?o)
		(opened ?toolreceptacle)
		)
)",
OpenObject,"(:action OpenObject
        :parameters (?a - agent ?l - location ?r - receptacle)
        :precondition (and
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (openable ?r)
            
            
            
            
        )
        :effect (and
            (opened ?r)
        )
    )","
(:action OpenObjectWithoutTool
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (openable ?o)
        )
        :effect (and
            (opened ?o)
        )
)
","(:action OpenObject_2
        :parameters (?a - agent ?l - location ?o - receptacle)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		)
        :effect (and 
		(opened ?o)
		)
)",
CloseObject,"(:action CloseObject
        :parameters (?a - agent ?al - location ?r - receptacle)
        :precondition (and
            (atLocation ?a ?al)
            (receptacleAtLocation ?r ?al)
            (openable ?r)
            (opened ?r)
        )
        :effect (and
            (not (opened ?r))
        )

    )","
(:action CloseObjectUsingTool
    :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
    :precondition (and
        (objectType ?toolobject ContainerType)
        (atLocation ?a ?l)
        (objectAtLocation ?o ?l)
        (openable ?o)
        (opened ?o)
        (holds ?a ?toolobject)
    )
    :effect (and
        (not (opened ?o))
    )
)
","(:action CloseObject_0
        :parameters (?a - agent ?l - location ?o - receptacle ?toolobject - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(holds ?a ?toolobject)
		)
        :effect (and 
		(not (opened ?o))
		)
)",
CloseObject,"(:action CloseObject
        :parameters (?a - agent ?al - location ?r - receptacle)
        :precondition (and
            (atLocation ?a ?al)
            (receptacleAtLocation ?r ?al)
            (openable ?r)
            (opened ?r)
        )
        :effect (and
            (not (opened ?r))
        )

    )","
(:action CloseObjectUsingReceptacle
    :parameters (?a - agent ?l - location ?o - object ?receptacle - receptacle)
    :precondition (and
        (receptacleType ?receptacle LidType)
        (atLocation ?a ?l)
        (objectAtLocation ?o ?l)
        (openable ?o)
        (opened ?o)
        (holds ?a ?receptacle)
    )
    :effect (and
        (not (opened ?o))
    )
)
","(:action CloseObject_1
        :parameters (?a - agent ?l - location ?o - receptacle ?receptacle - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(holds ?a ?receptacle)
		)
        :effect (and 
		(not (opened ?o))
		)
)",
CloseObject,"(:action CloseObject
        :parameters (?a - agent ?al - location ?r - receptacle)
        :precondition (and
            (atLocation ?a ?al)
            (receptacleAtLocation ?r ?al)
            (openable ?r)
            (opened ?r)
        )
        :effect (and
            (not (opened ?r))
        )

    )","
(:action CloseObjectNoTool
    :parameters (?a - agent ?l - location ?o - object)
    :precondition (and
        (atLocation ?a ?l)
        (objectAtLocation ?o ?l)
        (openable ?o)
        (opened ?o)
    )
    :effect (and
        (not (opened ?o))
    )
)
","(:action CloseObject_2
        :parameters (?a - agent ?l - location ?o - receptacle)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		)
        :effect (and 
		(not (opened ?o))
		)
)",
CookObject,,"
;; Operator, CookObject (Option 1)
;; CookObject takes an object to be cooked and a specific tool of type StoveType.
;; StoveType is an rtype. Therefore, the tool is a receptacle.
;; Parameters: ?a - agent, ?l - location of the receptacle; ?o - object to be cooked, ?toolreceptacle - receptacle to cook the object on.
;; Preconditions: The toolreceptacle is a StoveType, the agent is at a location and the receptacle is at the same location, and the agent is holding the object to be cooked.
;; Postconditions: the ?o object is now cooked.
(:action CookObjectOption1
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
        :precondition (and
            (receptacleType ?toolreceptacle StoveType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?toolreceptacle ?l)
            (holds ?a ?o)
        )
        :effect (and
           (isCooked ?o)
        )
    )
",FAILED,
CookObject,,"
;; Operator, CookObject (Option 2)
;; CookObject takes an object to be cooked and a specific tool of type MicrowaveType.
;; MicrowaveType is an rtype. Therefore, the tool is a receptacle.
;; Parameters: ?a - agent, ?l - location of the receptacle; ?o - object to be cooked, ?toolreceptacle - receptacle to cook the object in.
;; Preconditions: The toolreceptacle is a MicrowaveType, the agent is at a location and the receptacle is at the same location, and the agent is holding the object to be cooked.
;; Postconditions: the ?o object is now cooked.
(:action CookObjectOption2
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
        :precondition (and
            (receptacleType ?toolreceptacle MicrowaveType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?toolreceptacle ?l)
            (holds ?a ?o)
        )
        :effect (and
           (isCooked ?o)
        )
    )
",FAILED,
CookObject,,"
;; Operator, CookObject (Option 3)
;; CookObject takes an object to be cooked and a specific tool of type GrillType.
;; GrillType is an rtype. Therefore, the tool is a receptacle.
;; Parameters: ?a - agent, ?l - location of the receptacle; ?o - object to be cooked, ?toolreceptacle - receptacle to cook the object on.
;; Preconditions: The toolreceptacle is a GrillType, the agent is at a location and the receptacle is at the same location, and the agent is holding the object to be cooked.
;; Postconditions: the ?o object is now cooked.
(:action CookObjectOption3
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
        :precondition (and
            (receptacleType ?toolreceptacle GrillType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?toolreceptacle ?l)
            (holds ?a ?o)
        )
        :effect (and
           (isCooked ?o)
        )
    )
",FAILED,
EmptyObject,,"
(:action EmptyObject
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
        :precondition (and
            (objectType ?toolobject EmptyingToolType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (emptyable ?o)
            (holds ?a ?toolobject)
        )
        :effect (and
            (isEmpty ?o)
        )
    )
",FAILED,
EmptyObject,,"
(:action EmptyContainer
        :parameters (?a - agent ?l - location ?r - receptacle)
        :precondition (and
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (emptyable ?r)
        )
        :effect (and
            (isEmpty ?r)
        )
    )
",FAILED,
EmptyObject,,"
(:action ClearObject
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (clearable ?o)
        )
        :effect (and
            (isClear ?o)
        )
)
",FAILED,
MicrowaveObject,,"
(:action MicrowaveObject1
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
        :precondition (and
            (receptacleType ?toolreceptacle MicrowaveType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?toolreceptacle ?l)
            (holds ?a ?o)
        )
        :effect (and
           (isHot ?o)
        )
    )
","(:action MicrowaveObject_0
        :parameters (?toolreceptacle - receptacle ?a - agent ?l - location ?o - object)

        :precondition (and 
		(receptacleType ?toolreceptacle MicrowaveType)
		(atLocation ?a ?l)
		(receptacleAtLocation ?toolreceptacle ?l)
		(holds ?a ?o)
		)
        :effect (and 
		(isHot ?o)
		)
)",
