problem_id,goal,task_success,task_plan,task_plan_success_prefix
train_0,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(pick-up i1 o19 t1)\n(move-to t1 t9)\n(craft-soup_2 t9 o7 i1 o19 i2 o22)')",False,"pick-up, move-to, craft-soup_2","pick-up, move-to"
train_1,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t5)\n(pick-up i1 o21 t5)\n(move-to t5 t2)\n(craft-paper_1 t2 o1 i1 o21 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_1","move-to, pick-up, move-to, craft-paper_1"
train_2,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Shears))))\n)', '(move-to t1 t7)\n(pick-up i1 o12 t7)\n(move-to t7 t10)\n(craft-shears1_0 t10 o3 i1 o12 i2 o22)')",True,"move-to, pick-up, move-to, craft-shears1_0","move-to, pick-up, move-to, craft-shears1_0"
train_3,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t14)\n(pick-up i1 o21 t14)\n(move-to t14 t5)\n(craft-paper_1 t5 o1 i1 o21 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_1","move-to, pick-up, move-to, craft-paper_1"
train_4,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Arrow))))\n)', '(move-to t1 t8)\n(pick-up i1 o10 t8)\n(move-to t8 t3)\n(pick-up i2 o11 t3)\n(craft-arrow i1 i2 i3 o2 o10 o11 o22 t3)')",True,"move-to, pick-up, move-to, pick-up, craft-arrow","move-to, pick-up, move-to, pick-up, craft-arrow"
train_5,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o WoodPlank))))\n)', '(move-to t1 t4)\n(pick-up i1 o8 t4)\n(move-to t4 t8)\n(craft-wood-plank i1 i2 o1 o8 o21 t8)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_6,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Shears))))\n)', '(move-to t1 t7)\n(pick-up i1 o12 t7)\n(move-to t7 t1)\n(craft-shears1_0 t1 o3 i1 o12 i2 o22)')",True,"move-to, pick-up, move-to, craft-shears1_0","move-to, pick-up, move-to, craft-shears1_0"
train_7,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t5)\n(pick-up i1 o19 t5)\n(move-to t5 t11)\n(craft-beetroot-soup_0 t11 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-beetroot-soup_0","move-to, pick-up, move-to"
train_7,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t5)\n(pick-up i1 o19 t5)\n(move-to t5 t11)\n(craft-soup_1 t11 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-soup_1","move-to, pick-up, move-to"
train_7,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t5)\n(pick-up i1 o19 t5)\n(move-to t5 t11)\n(craft-soup_0 t11 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-soup_0","move-to, pick-up, move-to"
train_7,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t5)\n(pick-up i1 o19 t5)\n(move-to t5 t11)\n(craft-beetroot-soup_2 t11 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-beetroot-soup_2","move-to, pick-up, move-to"
train_8,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t5)\n(craft-stick_0 t5 o1 i1 o8 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-stick_0","move-to, pick-up, move-to"
train_8,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t5)\n(craft-stick_1 t5 o1 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-stick_1","move-to, pick-up, move-to"
train_8,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t5)\n(craft-stick_0 t5 o1 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-stick_0","move-to, pick-up, move-to"
train_8,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t5)\n(craft-stick_1 t5 o1 i1 o8 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-stick_1","move-to, pick-up, move-to"
train_8,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t4)\n(pick-up i2 o14 t4)\n(move-to t4 t5)\n(craft-stick_2 t5 o1 i1 o8 i2 o14 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-stick_2","move-to, pick-up, move-to, pick-up, move-to"
train_8,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t5)\n(craft-stick1_1 t5 o1 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-stick1_1","move-to, pick-up, move-to"
train_8,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t5)\n(craft-stick1_2 t5 o1 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-stick1_2","move-to, pick-up, move-to"
train_8,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t5)\n(craft-stick1_0 t5 o1 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-stick1_0","move-to, pick-up, move-to"
train_8,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t2)\n(pick-up i2 o11 t2)\n(move-to t2 t5)\n(craft-stick_2 t5 o1 i1 o8 i2 o11 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-stick_2","move-to, pick-up, move-to, pick-up, move-to"
train_8,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t5)\n(craft-stick1_1 t5 o1 i1 o8 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-stick1_1","move-to, pick-up, move-to"
train_8,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t1)\n(pick-up i2 o13 t1)\n(move-to t1 t5)\n(craft-stick_1 t5 o1 i1 o8 i2 o13 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-stick_1","move-to, pick-up, move-to, pick-up, move-to"
train_9,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t3)\n(pick-up i1 o19 t3)\n(move-to t3 t8)\n(craft-beetroot-soup_1 t8 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-beetroot-soup_1","move-to, pick-up, move-to"
train_9,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t3)\n(pick-up i1 o19 t3)\n(move-to t3 t8)\n(craft-beetroot-soup_0 t8 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-beetroot-soup_0","move-to, pick-up, move-to"
train_9,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t3)\n(pick-up i1 o19 t3)\n(move-to t3 t8)\n(cook_1 t8 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, cook_1","move-to, pick-up, move-to"
train_9,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t3)\n(pick-up i1 o19 t3)\n(move-to t3 t15)\n(pick-up i2 o18 t15)\n(move-to t15 t8)\n(cook_0 t8 o7 i2 o18 i3 o22)\n(craft-beetroot-soup_2 t8 o7 i1 o19 i3 o22 i2 o18)')",False,"move-to, pick-up, move-to, pick-up, move-to, cook_0, craft-beetroot-soup_2","move-to, pick-up, move-to, pick-up, move-to, cook_0"
train_9,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t3)\n(pick-up i1 o19 t3)\n(move-to t3 t8)\n(craft-soup_1 t8 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-soup_1","move-to, pick-up, move-to"
train_9,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t3)\n(pick-up i1 o19 t3)\n(move-to t3 t8)\n(craft-soup_2 t8 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-soup_2","move-to, pick-up, move-to"
train_9,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t3)\n(pick-up i1 o19 t3)\n(move-to t3 t15)\n(pick-up i2 o18 t15)\n(move-to t15 t8)\n(craft-beetroot-soup_0 t8 o7 i1 o19 i2 o18 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-beetroot-soup_0","move-to, pick-up, move-to, pick-up, move-to"
train_10,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(pick-up i1 o21 t1)\n(move-to t1 t12)\n(craft-paper_1 t12 o1 i1 o21 i1 o21 i2 o22)')",True,"pick-up, move-to, craft-paper_1","pick-up, move-to, craft-paper_1"
train_11,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Arrow))))\n)', '(move-to t1 t10)\n(pick-up i1 o10 t10)\n(move-to t10 t3)\n(pick-up i2 o11 t3)\n(move-to t3 t8)\n(craft-arrow i1 i2 i3 o2 o10 o11 o22 t8)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_12,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t10)\n(craft-bowl1_0 t10 o1 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-bowl1_0","move-to, pick-up, move-to"
train_12,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t10)\n(craft-bowl_0 t10 o1 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-bowl_0","move-to, pick-up, move-to"
train_12,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t6)\n(craft-bowl1_0 t6 o7 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-bowl1_0","move-to, pick-up, move-to"
train_12,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t10)\n(pick-up i2 o14 t10)\n(move-to t10 t6)\n(craft-bowl1_1 t6 o7 i1 o8 i2 o14 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl1_1","move-to, pick-up, move-to, pick-up, move-to"
train_12,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t13)\n(pick-up i2 o12 t13)\n(move-to t13 t10)\n(craft-bowl1_1 t10 o1 i1 o8 i2 o12 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl1_1","move-to, pick-up, move-to, pick-up, move-to"
train_12,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t11)\n(pick-up i2 o16 t11)\n(move-to t11 t10)\n(craft-bowl_1 t10 o1 i1 o8 i2 o16 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, pick-up, move-to"
train_12,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t3)\n(pick-up i2 o10 t3)\n(move-to t3 t10)\n(craft-bowl1_2 t10 o1 i1 o8 i2 o10 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl1_2","move-to, pick-up, move-to, pick-up, move-to"
train_12,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t10)\n(craft-bowl1_1 t10 o1 i1 o8 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-bowl1_1","move-to, pick-up, move-to"
train_12,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t12)\n(pick-up i1 o9 t12)\n(move-to t12 t3)\n(pick-up i2 o10 t3)\n(move-to t3 t10)\n(craft-bowl_1 t10 o1 i1 o9 i2 o10 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, pick-up, move-to"
train_13,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t2)\n(pick-up i1 o21 t2)\n(move-to t2 t7)\n(craft-paper_1 t7 o1 i1 o21 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_1","move-to, pick-up, move-to, craft-paper_1"
train_14,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Arrow))))\n)', '(move-to t1 t7)\n(pick-up i1 o10 t7)\n(move-to t7 t14)\n(pick-up i2 o11 t14)\n(move-to t14 t10)\n(craft-arrow i1 i2 i3 o2 o10 o11 o22 t10)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_15,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t7)\n(pick-up i1 o19 t7)\n(move-to t7 t9)\n(craft-beetroot-soup_0 t9 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-beetroot-soup_0","move-to, pick-up, move-to"
train_15,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t4)\n(pick-up i1 o18 t4)\n(move-to t4 t7)\n(pick-up i2 o19 t7)\n(move-to t7 t9)\n(mix-ingredients_1 t9 o7 i1 o18 i2 o19 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, mix-ingredients_1","move-to, pick-up, move-to, pick-up, move-to"
train_15,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t7)\n(pick-up i1 o19 t7)\n(move-to t7 t4)\n(pick-up i2 o18 t4)\n(move-to t4 t9)\n(craft-beetroot-soup_1 t9 o7 i1 o19 i2 o18 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-beetroot-soup_1","move-to, pick-up, move-to, pick-up, move-to"
train_15,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t7)\n(pick-up i1 o19 t7)\n(move-to t7 t4)\n(pick-up i2 o18 t4)\n(move-to t4 t9)\n(cook_0 t9 o7 i2 o18 i3 o22)\n(craft-beetroot-soup_1 t9 o7 i1 o19 i3 o22 i2 o18)')",False,"move-to, pick-up, move-to, pick-up, move-to, cook_0, craft-beetroot-soup_1","move-to, pick-up, move-to, pick-up, move-to, cook_0"
train_15,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t7)\n(pick-up i1 o19 t7)\n(move-to t7 t9)\n(craft-soup_0 t9 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-soup_0","move-to, pick-up, move-to"
train_15,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t7)\n(pick-up i1 o19 t7)\n(move-to t7 t9)\n(craft-soup_1 t9 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-soup_1","move-to, pick-up, move-to"
train_16,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Sword))))\n)', '(move-to t1 t11)\n(pick-up i1 o10 t11)\n(move-to t11 t7)\n(pick-up i2 o13 t7)\n(move-to t7 t12)\n(craft-sword_2 t12 o2 i1 o10 i2 o13 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-sword_2","move-to, pick-up, move-to, pick-up, move-to"
train_16,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Sword))))\n)', '(move-to t1 t11)\n(pick-up i1 o10 t11)\n(move-to t11 t7)\n(pick-up i2 o13 t7)\n(move-to t7 t12)\n(craft-sword1_1 t12 o2 i1 o10 i2 o13 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-sword1_1","move-to, pick-up, move-to, pick-up, move-to"
train_16,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Sword))))\n)', '(move-to t1 t11)\n(pick-up i1 o10 t11)\n(move-to t11 t4)\n(pick-up i2 o12 t4)\n(move-to t4 t12)\n(craft-sword_1 t12 o2 i1 o10 i2 o12 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-sword_1","move-to, pick-up, move-to, pick-up, move-to, craft-sword_1"
train_17,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(move-to t1 t6)\n(pick-up i1 o8 t6)\n(move-to t6 t1)\n(pick-up i2 o17 t1)\n(move-to t1 t2)\n(craft-bed_2 t2 o5 i1 o8 i2 o17 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bed_2","move-to, pick-up, move-to, pick-up, move-to"
train_17,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(move-to t1 t6)\n(pick-up i1 o8 t6)\n(move-to t6 t1)\n(pick-up i2 o17 t1)\n(move-to t1 t2)\n(craft-bed_0 t2 o5 i1 o8 i2 o17 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bed_0","move-to, pick-up, move-to, pick-up, move-to"
