problem,nl_goal,gt_pddl_goal,gt_plan,proposed_plan
train_30,Craft a cooked potato.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o CookedPotato)) ))
 )","(move-to t1 t7)
(pick-up i1 o18 t7)
(move-to t7 t12)
(pick-up i2 o15 t12)
(move-to t12 t14)
(craft-cooked-potato i1 i2 i3 o4 o18 o15 o24 t14)","(move-to t1 t9)
(pick-up i1 o4 t9)
(move-to t9 t6)
(pick-up i2 o6 t6)
(move-to t6 t2)
(cook-potato t2 o1 i1 o4 i2 o6 o21)"
train_32,Craft a bowl.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bowl)) ))
 )","(move-to t1 t10)
(pick-up i1 o9 t10)
(move-to t10 t2)
(craft-bowl1 i1 i3 o7 o9 o23 t2)","(move-to t1 t3)
(pick-up i1 o13 t3)
(move-to t3 t5)
(pick-up i2 o14 t5)
(move-to t5 t6)
(craft-bowl i1 i2 i3 o3 o13 o14 o23 t6)
"
train_35,Craft a boat.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Boat)) ))
 )","(move-to t1 t8)
(pick-up i1 o9 t8)
(move-to t8 t10)
(craft-boat i1 i3 o6 o9 o24 t10)","(move-to t1 t5)
(pick-up i1 o6 t5)
(move-to t5 t13)
(craft-boat i1 i2 i3 o2 o6 o7 o20 o21 o23 t13)
"
train_36,Craft a boat.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Boat)) ))
 )","(move-to t1 t14)
(pick-up i1 o9 t14)
(move-to t14 t8)
(craft-boat i1 i3 o6 o9 o24 t8)","(move-to t1 t5)
(pick-up i1 o12 t5)
(move-to t5 t9)
(pick-up i2 o15 t9)
(move-to t9 t4)
(pick-up i3 o19 t4)
(craft-boat t4 o1 i1 o12 i2 o15 i3 o19 i4 o22)
"
train_37,Craft a stick.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Stick)) ))
 )","(move-to t1 t7)
(pick-up i1 o9 t7)
(move-to t7 t11)
(craft-stick i1 i3 o1 o9 o23 t11)","(move-to t1 t5)
(pick-up i1 o19 t5)
(move-to t5 t7)
(craft-stick t7 o1 i1 o19 i2 o22)"
train_38,Craft a beetroot soup.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o BeetrootSoup)) ))
 )","(move-to t1 t11)
(pick-up i1 o19 t11)
(move-to t11 t7)
(pick-up i2 o20 t7)
(move-to t7 t9)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t9)","(move-to t1 t8)
(pick-up i1 o24 t8)
(move-to t8 t9)
(move-to t9 t2)
(move-to t2 t13)
(pick-up i2 o23 t13)
(move-to t13 t12)
(craft-beetroot-soup t12 o1 i1 o24 i2 o23 i3 o25)"
train_40,Craft a beetroot soup.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o BeetrootSoup)) ))
 )","(move-to t1 t14)
(pick-up i1 o19 t14)
(move-to t14 t6)
(pick-up i2 o20 t6)
(move-to t6 t3)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t3)","(move-to t1 t2)
(pick-up i1 o3 t2)
(move-to t2 t3)
(pick-up i2 o7 t3)
(move-to t3 t4)
(pick-up i3 o17 t4)
(move-to t4 t5)
(craft-beetroot-soup t5 o1 i1 o3 i2 o7 i3 o17 i4 o21)
"
train_43,Craft a beetroot soup.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o BeetrootSoup)) ))
 )","(move-to t1 t12)
(pick-up i1 o19 t12)
(move-to t12 t5)
(pick-up i2 o20 t5)
(move-to t5 t14)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t14)","(move-to t1 t6)
(pick-up i1 o13 t6)
(move-to t6 t8)
(pick-up i2 o18 t8)
(move-to t8 t7)
(pick-up i3 o19 t7)
(move-to t7 t9)
(craft-beetroot-soup t9 o1 i1 o13 i2 o18 i3 o19 i4 o23)
"
train_44,Craft a bowl.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bowl)) ))
 )","(move-to t1 t6)
(pick-up i1 o9 t6)
(move-to t6 t6)
(craft-bowl1 i1 i3 o7 o9 o23 t6)","(move-to t1 t13)
(pick-up i1 o5 t13)
(move-to t13 t11)
(craft-bowl i1 o3 o5 t11)"
train_46,Craft a bowl.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bowl)) ))
 )","(move-to t1 t1)
(pick-up i1 o9 t1)
(move-to t1 t15)
(craft-bowl1 i1 i3 o7 o9 o23 t15)","(move-to t1 t9)
(pick-up i1 o12 t9)
(move-to t9 t4)
(craft-bowl i1 o1 o12 o21 t4)
"
train_48,Craft a bowl.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bowl)) ))
 )","(move-to t1 t14)
(pick-up i1 o9 t14)
(move-to t14 t15)
(craft-bowl1 i1 i3 o7 o9 o23 t15)","(move-to t1 t17)
(pick-up i1 o10 t17)
(move-to t17 t18)
(pick-up i2 o9 t18)
(move-to t18 t19)
(craft-bowl i1 i2 o1 o9 o10 t19)
"
train_52,Craft a boat.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Boat)) ))
 )","(move-to t1 t3)
(pick-up i1 o9 t3)
(move-to t3 t13)
(craft-boat i1 i3 o6 o9 o24 t13)","(move-to t1 t8)
(pick-up i1 o5 t8)
(move-to t8 t3)
(pick-up i2 o7 t3)
(move-to t3 t10)
(craft-boat t10 o1 i1 o5 i2 o7 i3 o23)"
train_59,Craft a cooked potato.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o CookedPotato)) ))
 )","(move-to t1 t12)
(pick-up i1 o18 t12)
(move-to t12 t12)
(pick-up i2 o15 t12)
(move-to t12 t1)
(craft-cooked-potato i1 i2 i3 o4 o18 o15 o24 t1)","(move-to t1 t4)
(pick-up i1 o20 t4)
(move-to t4 t5)
(craft-cooked-potato t5 o1 i1 o20 i2 o21)"
train_63,Craft a cooked potato.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o CookedPotato)) ))
 )","(move-to t1 t3)
(pick-up i1 o18 t3)
(move-to t3 t2)
(pick-up i2 o15 t2)
(move-to t2 t2)
(craft-cooked-potato i1 i2 i3 o4 o18 o15 o24 t2)","(move-to t1 t3)
(pick-up i1 o5 t3)
(move-to t3 t4)
(craft-cooked-potato t4 o1 i1 o5 i2 o6 i3 o21)
"
train_65,Craft a boat.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Boat)) ))
 )","(move-to t1 t9)
(pick-up i1 o9 t9)
(move-to t9 t11)
(craft-boat i1 i3 o6 o9 o24 t11)","(move-to t1 t2)
(pick-up i1 o2 t2)
(move-to t2 t4)
(pick-up i2 o3 t4)
(move-to t4 t6)
(pick-up i3 o4 t6)
(move-to t6 t5)
(pick-up i4 o5 t5)
(move-to t5 t7)
(craft-boat t7 o1 i1 o2 i2 o3 i3 o4 i4 o5 i5 o6)"
train_67,Craft a stick.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Stick)) ))
 )","(move-to t1 t1)
(pick-up i1 o9 t1)
(move-to t1 t5)
(craft-stick i1 i3 o1 o9 o23 t5)","(move-to t1 t7)
(pick-up i1 o3 t7)
(move-to t7 t3)
(craft-stick i1 o2 o3 t3)
"
train_69,Craft a beetroot soup.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o BeetrootSoup)) ))
 )","(move-to t1 t12)
(pick-up i1 o19 t12)
(move-to t12 t3)
(pick-up i2 o20 t3)
(move-to t3 t6)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t6)","(move-to t1 t4)
(pick-up i1 o16 t4)
(move-to t4 t7)
(pick-up i2 o17 t7)
(move-to t7 t2)
(pick-up i3 o18 t2)
(move-to t2 t6)
(craft-beetroot-soup i1 i2 i3 o16 o17 o18 o19 t6)
"
train_70,Craft a stick.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Stick)) ))
 )","(move-to t1 t4)
(pick-up i1 o9 t4)
(move-to t4 t15)
(craft-stick i1 i3 o1 o9 o23 t15)","(move-to t1 t8)
(pick-up i1 o13 t8)
(move-to t8 t5)
(craft-stick t5 o2 i1 o13)"
train_75,Craft a beetroot soup.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o BeetrootSoup)) ))
 )","(move-to t1 t2)
(pick-up i1 o19 t2)
(move-to t2 t13)
(pick-up i2 o20 t13)
(move-to t13 t3)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t3)","(pick-up i1 o25 t1)
(move-to t1 t5)
(pick-up i2 o26 t5)
(move-to t5 t6)
(pick-up i3 o27 t6)
(move-to t6 t8)
(craft-beetroot-soup t8 o4 i1 o25 i2 o26 i3 o27 o28)
"
train_78,Craft a boat.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Boat)) ))
 )","(move-to t1 t11)
(pick-up i1 o9 t11)
(move-to t11 t11)
(craft-boat i1 i3 o6 o9 o24 t11)","(move-to t1 t5)
(pick-up i1 o8 t5)
(move-to t5 t3)
(pick-up i2 o5 t3)
(move-to t3 t8)
(craft-boat t8 o3 i1 o8 i2 o5 i3 o22)
"
train_81,Craft a beetroot soup.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o BeetrootSoup)) ))
 )","(move-to t1 t15)
(pick-up i1 o19 t15)
(move-to t15 t10)
(pick-up i2 o20 t10)
(move-to t10 t2)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t2)","(move-to t1 t7)
(pick-up i1 o6 t7)
(move-to t7 t11)
(pick-up i2 o7 t11)
(move-to t11 t4)
(move-to t4 t12)
(craft-beetroot-soup t12 o1 i1 o6 i2 o7 i3 o23)
"
train_84,Craft a stick.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Stick)) ))
 )","(move-to t1 t14)
(pick-up i1 o9 t14)
(move-to t14 t14)
(craft-stick i1 i3 o1 o9 o23 t14)","(move-to t1 t2)
(pick-up i1 o5 t2)
(move-to t2 t1)
(craft-stick t1 o8 i1 o5 i2 o19)"
train_85,Craft a bowl.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bowl)) ))
 )","(move-to t1 t3)
(pick-up i1 o9 t3)
(move-to t3 t14)
(craft-bowl1 i1 i3 o7 o9 o23 t14)","(move-to t1 t11)
(pick-up i1 o19 t11)
(move-to t11 t8)
(craft-bowl t8 o1 i1 o19 i1 o19 i2 o23)
"
train_88,Craft a boat.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Boat)) ))
 )","(move-to t1 t13)
(pick-up i1 o9 t13)
(move-to t13 t12)
(craft-boat i1 i3 o6 o9 o24 t12)","(move-to t1 t3)
(pick-up i1 o9 t3)
(move-to t3 t5)
(pick-up i2 o17 t5)
(move-to t5 t7)
(pick-up i3 o22 t7)
(move-to t7 t9)
(craft-boat t9 o1 i1 o9 i2 o17 i3 o22)
"
train_89,Craft a stick.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Stick)) ))
 )","(move-to t1 t11)
(pick-up i1 o9 t11)
(move-to t11 t5)
(craft-stick i1 i3 o1 o9 o23 t5)","(move-to t1 t7)
(pick-up i1 o5 t7)
(move-to t7 t2)
(pick-up i2 o6 t2)
(move-to t2 t5)
(craft-stick t5 o5 i1 o6 i2 o7)"
train_90,Craft a cooked potato.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o CookedPotato)) ))
 )","(move-to t1 t6)
(pick-up i1 o18 t6)
(move-to t6 t13)
(pick-up i2 o15 t13)
(move-to t13 t11)
(craft-cooked-potato i1 i2 i3 o4 o18 o15 o24 t11)","(move-to t1 t4)
(pick-up i1 o16 t4)
(move-to t4 t9)
(craft-cooked-potato t9 o1 i1 o16 o19)"
train_93,Craft a bowl.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bowl)) ))
 )","(move-to t1 t4)
(pick-up i1 o9 t4)
(move-to t4 t7)
(craft-bowl1 i1 i3 o7 o9 o23 t7)","(move-to t1 t5)
(pick-up i1 o12 t5)
(move-to t5 t8)
(craft-bowl i1 i2 o3 o12 o20 t8)
"
train_95,Craft a stick.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Stick)) ))
 )","(move-to t1 t2)
(pick-up i1 o9 t2)
(move-to t2 t15)
(craft-stick i1 i3 o1 o9 o23 t15)","(move-to t1 t8)
(pick-up i1 o6 t8)
(move-to t8 t7)
(craft-stick i1 o3 o6 t7)
"
train_96,Craft a bowl.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bowl)) ))
 )","(move-to t1 t10)
(pick-up i1 o9 t10)
(move-to t10 t4)
(craft-bowl1 i1 i3 o7 o9 o23 t4)","(move-to t1 t4)
(pick-up i1 o13 t4)
(move-to t4 t15)
(pick-up i2 o14 t15)
(move-to t15 t6)
(craft-bowl i1 i2 i3 o4 o13 o14 o23 t6)
"
train_97,Craft a stick.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Stick)) ))
 )","(move-to t1 t1)
(pick-up i1 o9 t1)
(move-to t1 t5)
(craft-stick i1 i3 o1 o9 o23 t5)","(move-to t1 t7)
(pick-up i1 o8 t7)
(move-to t7 t2)
(craft-stick t2 o3 i1 o8)"
train_98,Craft a cooked potato.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o CookedPotato)) ))
 )","(move-to t1 t11)
(pick-up i1 o18 t11)
(move-to t11 t11)
(pick-up i2 o15 t11)
(move-to t11 t1)
(craft-cooked-potato i1 i2 i3 o4 o18 o15 o24 t1)","(move-to t1 t4)
(pick-up i1 o6 t4)
(move-to t4 t2)
(pick-up i2 o7 t2)
(move-to t2 t8)
(cook-potato i1 i2 i3 o5 o6 o7 o20 o21 o23 t8)
"
train_99,Craft a cooked potato.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o CookedPotato)) ))
 )","(move-to t1 t6)
(pick-up i1 o18 t6)
(move-to t6 t15)
(pick-up i2 o15 t15)
(move-to t15 t10)
(craft-cooked-potato i1 i2 i3 o4 o18 o15 o24 t10)","(move-to t1 t11)
(pick-up i1 o7 t11)
(move-to t11 t15)
(cook-food t15 o7 i1 o7 i2 o22)
"
