problem,nl_goal,gt_pddl_goal,gt_plan,proposed_plan
train_13,Craft a paper.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Paper)) ))
 )","(move-to t1 t2)
(pick-up i1 o21 t2)
(move-to t2 t7)
(craft-paper i1 i3 o1 o21 o24 t7)","(move-to t1 t5)
(pick-up i1 o21 t5)
(move-to t5 t2)
(craft-paper i1 i3 o1 o21 o24 t2)
"
train_14,Craft a arrow.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Arrow)) ))
 )","(move-to t1 t7)
(pick-up i1 o10 t7)
(move-to t7 t14)
(pick-up i2 o11 t14)
(move-to t14 t10)
(craft-arrow i1 i2 i3 o2 o10 o11 o24 t10)","(move-to t1 t4)
(pick-up i1 o9 t4)
(move-to t4 t6)
(craft-arrow1 i1 i3 o2 o9 o24 t6)
"
train_15,Craft a beetroot soup.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o BeetrootSoup)) ))
 )","(move-to t1 t7)
(pick-up i1 o19 t7)
(move-to t7 t11)
(pick-up i2 o20 t11)
(move-to t11 t9)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t9)","(move-to t1 t1)
(pick-up i1 o19 t1)
(move-to t1 t3)
(pick-up i2 o20 t3)
(move-to t3 t9)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t9)
"
train_16,Craft a sword.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Sword)) ))
 )","(move-to t1 t11)
(pick-up i1 o10 t11)
(move-to t11 t4)
(pick-up i2 o12 t4)
(move-to t4 t12)
(craft-sword i1 i2 i3 o2 o10 o12 o24 t12)","(move-to t1 t8)
(pick-up i1 o8 t8)
(move-to t8 t12)
(craft-sword1 i1 i3 o6 o8 o24 t12)
"
train_17,Craft a bed.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bed)) ))
 )","(move-to t1 t15)
(pick-up i1 o9 t15)
(move-to t15 t1)
(pick-up i2 o17 t1)
(move-to t1 t2)
(craft-bed i1 i2 i3 o5 o9 o17 o24 t2)","(move-to t1 t8)
(pick-up i1 o13 t8)
(move-to t8 t4)
(craft-bed1 i1 i5 o2 o13 o14 o15 o24 t4)
"
train_18,Craft a sword.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Sword)) ))
 )","(move-to t1 t10)
(pick-up i1 o10 t10)
(move-to t10 t1)
(pick-up i2 o12 t1)
(move-to t1 t10)
(craft-sword i1 i2 i3 o2 o10 o12 o24 t10)","(move-to t1 t7)
(pick-up i1 o4 t7)
(move-to t7 t10)
(craft-sword i1 i3 o3 o4 o24 t10)
"
train_19,Craft a boat.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Boat)) ))
 )","(move-to t1 t14)
(pick-up i1 o9 t14)
(move-to t14 t14)
(craft-boat i1 i3 o6 o9 o24 t14)","(move-to t1 t6)
(pick-up i1 o10 t6)
(move-to t6 t4)
(craft-boat i1 i3 o6 o10 o24 t4)
"
train_20,Craft a arrow.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Arrow)) ))
 )","(move-to t1 t3)
(pick-up i1 o10 t3)
(move-to t3 t13)
(pick-up i2 o11 t13)
(move-to t13 t9)
(craft-arrow i1 i2 i3 o2 o10 o11 o24 t9)","(move-to t1 t8)
(pick-up i1 o10 t8)
(move-to t8 t6)
(move-to t6 t4)
(craft-arrow i1 i3 o5 o10 o17 t4)
"
train_21,Craft a bowl.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bowl)) ))
 )","(move-to t1 t14)
(pick-up i1 o9 t14)
(move-to t14 t10)
(craft-bowl1 i1 i3 o7 o9 o23 t10)","(move-to t1 t6)
(pick-up i1 o16 t6)
(move-to t6 t8)
(craft-bowl1 i1 i3 o2 o16 o24 t8)
"
train_22,Craft a arrow.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Arrow)) ))
 )","(move-to t1 t12)
(pick-up i1 o10 t12)
(move-to t12 t15)
(pick-up i2 o11 t15)
(move-to t15 t7)
(craft-arrow i1 i2 i3 o2 o10 o11 o24 t7)","(move-to t1 t8)
(pick-up i1 o9 t8)
(move-to t8 t4)
(craft-arrow i1 i3 o2 o9 o24 t4)
"
train_23,Craft a sword.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Sword)) ))
 )","(move-to t1 t15)
(pick-up i1 o10 t15)
(move-to t15 t10)
(pick-up i2 o12 t10)
(move-to t10 t7)
(craft-sword i1 i2 i3 o2 o10 o12 o24 t7)","(move-to t1 t5)
(pick-up i1 o4 t5)
(move-to t5 t2)
(craft-sword i1 i3 o2 o4 o24 t2)
"
train_24,Craft a sword.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Sword)) ))
 )","(move-to t1 t14)
(pick-up i1 o10 t14)
(move-to t14 t7)
(pick-up i2 o12 t7)
(move-to t7 t6)
(craft-sword i1 i2 i3 o2 o10 o12 o24 t6)","(move-to t1 t7)
(pick-up i1 o5 t7)
(move-to t7 t10)
(craft-sword i1 i2 o2 o5 o24 t10)
"
train_25,Craft a cooked potato.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o CookedPotato)) ))
 )","(move-to t1 t12)
(pick-up i1 o18 t12)
(move-to t12 t10)
(pick-up i2 o15 t10)
(move-to t10 t3)
(craft-cooked-potato i1 i2 i3 o4 o18 o15 o24 t3)","(move-to t1 t6)
(pick-up i1 o13 t6)
(move-to t6 t8)
(cook i1 o14 o13 t8)
"
train_26,Craft a cooked potato.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o CookedPotato)) ))
 )","(move-to t1 t1)
(pick-up i1 o18 t1)
(move-to t1 t9)
(pick-up i2 o15 t9)
(move-to t9 t15)
(craft-cooked-potato i1 i2 i3 o4 o18 o15 o24 t15)","(move-to t1 t6)
(pick-up i1 o15 t6)
(move-to t6 t8)
(craft-cooked-potato i1 i3 o6 o15 o24 t8)
"
train_27,Craft a iron ingot.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o IronIngot)) ))
 )","(move-to t1 t3)
(pick-up i1 o13 t3)
(move-to t3 t15)
(pick-up i2 o14 t15)
(move-to t15 t2)
(craft-iron-ingot i1 i2 i3 o4 o13 o14 o23 t2)","(move-to t1 t4)
(pick-up i1 o16 t4)
(move-to t4 t8)
(craft-iron-ingot i1 i3 o5 o16 o24 t8)
"
train_28,Craft a cooked potato.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o CookedPotato)) ))
 )","(move-to t1 t11)
(pick-up i1 o18 t11)
(move-to t11 t14)
(pick-up i2 o15 t14)
(move-to t14 t7)
(craft-cooked-potato i1 i2 i3 o4 o18 o15 o24 t7)","(move-to t1 t4)
(pick-up i1 o16 t4)
(move-to t4 t6)
(craft-cooked-potato i1 i3 o5 o16 o24 t6)
"
train_29,Craft a iron ingot.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o IronIngot)) ))
 )","(move-to t1 t12)
(pick-up i1 o13 t12)
(move-to t12 t7)
(pick-up i2 o14 t7)
(move-to t7 t11)
(craft-iron-ingot i1 i2 i3 o4 o13 o14 o23 t11)","(move-to t1 t8)
(pick-up i1 o11 t8)
(move-to t8 t6)
(smelt-iron-ore i1 i3 o2 o11 o24 t6)
"
train_30,Craft a cooked potato.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o CookedPotato)) ))
 )","(move-to t1 t7)
(pick-up i1 o18 t7)
(move-to t7 t12)
(pick-up i2 o15 t12)
(move-to t12 t14)
(craft-cooked-potato i1 i2 i3 o4 o18 o15 o24 t14)","(move-to t1 t4)
(pick-up i1 o15 t4)
(move-to t4 t6)
(cook i1 o4 o15 o24 t6)
"
train_31,Craft a bed.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bed)) ))
 )","(move-to t1 t4)
(pick-up i1 o9 t4)
(move-to t4 t13)
(pick-up i2 o17 t13)
(move-to t13 t7)
(craft-bed i1 i2 i3 o5 o9 o17 o24 t7)","(move-to t1 t4)
(pick-up i1 o4 t4)
(move-to t4 t6)
(pick-up i2 o5 t6)
(move-to t6 t8)
(craft-bed i1 i2 i3 o2 o4 o5 o24 t8)
"
train_32,Craft a bowl.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bowl)) ))
 )","(move-to t1 t10)
(pick-up i1 o9 t10)
(move-to t10 t2)
(craft-bowl1 i1 i3 o7 o9 o23 t2)","(move-to t1 t13)
(pick-up i1 o22 t13)
(move-to t13 t4)
(craft-bowl i1 i3 o2 o22 o24 t4)
"
train_33,Craft a paper.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Paper)) ))
 )","(move-to t1 t10)
(pick-up i1 o21 t10)
(move-to t10 t4)
(craft-paper i1 i3 o1 o21 o24 t4)","(move-to t1 t5)
(pick-up i1 o21 t5)
(move-to t5 t2)
(craft-paper i1 i3 o1 o21 o24 t2)
"
train_34,Craft a gold ingot.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o GoldIngot)) ))
 )","(move-to t1 t11)
(pick-up i1 o15 t11)
(move-to t11 t14)
(pick-up i2 o14 t14)
(move-to t14 t12)
(craft-gold-ingot i1 i2 i3 o4 o15 o14 o23 t12)","(move-to t1 t4)
(pick-up i1 o15 t4)
(move-to t4 t6)
(craft-gold-ingot i1 i3 o4 o15 o24 t6)
"
train_35,Craft a boat.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Boat)) ))
 )","(move-to t1 t8)
(pick-up i1 o9 t8)
(move-to t8 t10)
(craft-boat i1 i3 o6 o9 o24 t10)","(move-to t1 t4)
(pick-up i1 o15 t4)
(move-to t4 t6)
(pick-up i2 o16 t6)
(move-to t6 t8)
(craft-boat i1 i2 i3 o4 o15 o16 o24 t8)
"
train_36,Craft a boat.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Boat)) ))
 )","(move-to t1 t14)
(pick-up i1 o9 t14)
(move-to t14 t8)
(craft-boat i1 i3 o6 o9 o24 t8)","(move-to t1 t8)
(pick-up i1 o11 t8)
(move-to t8 t6)
(craft-boat i1 i3 o2 o11 o24 t6)
"
train_37,Craft a stick.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Stick)) ))
 )","(move-to t1 t7)
(pick-up i1 o9 t7)
(move-to t7 t11)
(craft-stick i1 i3 o1 o9 o23 t11)","(move-to t1 t6)
(pick-up i1 o11 t6)
(move-to t6 t8)
(craft-stick1 i1 i3 o2 o11 o24 t8)
"
train_38,Craft a beetroot soup.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o BeetrootSoup)) ))
 )","(move-to t1 t11)
(pick-up i1 o19 t11)
(move-to t11 t7)
(pick-up i2 o20 t7)
(move-to t7 t9)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t9)","(move-to t1 t1)
(pick-up i1 o19 t1)
(move-to t1 t3)
(pick-up i2 o20 t3)
(move-to t3 t9)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t9)
"
train_39,Craft a sword.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Sword)) ))
 )","(move-to t1 t9)
(pick-up i1 o10 t9)
(move-to t9 t13)
(pick-up i2 o12 t13)
(move-to t13 t12)
(craft-sword i1 i2 i3 o2 o10 o12 o24 t12)","(move-to t1 t7)
(pick-up i1 o7 t7)
(move-to t7 t10)
(craft-sword i1 i3 o2 o7 o24 t10)
"
train_40,Craft a beetroot soup.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o BeetrootSoup)) ))
 )","(move-to t1 t14)
(pick-up i1 o19 t14)
(move-to t14 t6)
(pick-up i2 o20 t6)
(move-to t6 t3)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t3)","(move-to t1 t1)
(pick-up i1 o19 t1)
(move-to t1 t3)
(pick-up i2 o20 t3)
(move-to t3 t9)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t9)
"
train_41,Craft a gold ingot.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o GoldIngot)) ))
 )","(move-to t1 t15)
(pick-up i1 o15 t15)
(move-to t15 t1)
(pick-up i2 o14 t1)
(move-to t1 t4)
(craft-gold-ingot i1 i2 i3 o4 o15 o14 o23 t4)","(move-to t1 t6)
(pick-up i1 o8 t6)
(move-to t6 t11)
(craft-gold-ingot i1 i2 o4 o8 o21 o24 t11)
"
train_42,Craft a wood plank.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o WoodPlank)) ))
 )","(move-to t1 t12)
(pick-up i1 o8 t12)
(move-to t12 t1)
(craft-wood-plank i1 i3 o1 o8 o23 t1)","(move-to t1 t4)
(pick-up i1 o10 t4)
(move-to t4 t8)
(craft-wood-plank i1 i3 o5 o10 o24 t8)
"
train_43,Craft a beetroot soup.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o BeetrootSoup)) ))
 )","(move-to t1 t12)
(pick-up i1 o19 t12)
(move-to t12 t5)
(pick-up i2 o20 t5)
(move-to t5 t14)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t14)","(move-to t1 t1)
(pick-up i1 o19 t1)
(move-to t1 t3)
(pick-up i2 o20 t3)
(move-to t3 t9)
(craft-beetroot-soup i1 i2 i3 o7 o19 o20 o24 t9)
"
train_44,Craft a bowl.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bowl)) ))
 )","(move-to t1 t6)
(pick-up i1 o9 t6)
(move-to t6 t6)
(craft-bowl1 i1 i3 o7 o9 o23 t6)","(move-to t1 t4)
(pick-up i1 o22 t4)
(move-to t4 t6)
(craft-bowl i1 i2 o6 o22 o24 t6)
"
train_45,Craft a wood plank.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o WoodPlank)) ))
 )","(move-to t1 t7)
(pick-up i1 o8 t7)
(move-to t7 t8)
(craft-wood-plank i1 i3 o1 o8 o23 t8)","(move-to t1 t4)
(pick-up i1 o14 t4)
(move-to t4 t6)
(craft-wood-plank i1 i3 o4 o14 o24 t6)
"
train_46,Craft a bowl.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bowl)) ))
 )","(move-to t1 t1)
(pick-up i1 o9 t1)
(move-to t1 t15)
(craft-bowl1 i1 i3 o7 o9 o23 t15)","(move-to t1 t4)
(pick-up i1 o5 t4)
(move-to t4 t6)
(craft-bowl i1 i3 o4 o5 o24 t6)
"
train_47,Craft a bed.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bed)) ))
 )","(move-to t1 t11)
(pick-up i1 o9 t11)
(move-to t11 t3)
(pick-up i2 o17 t3)
(move-to t3 t4)
(craft-bed i1 i2 i3 o5 o9 o17 o24 t4)","(move-to t1 t8)
(pick-up i1 o13 t8)
(move-to t8 t11)
(pick-up i2 o14 t11)
(move-to t11 t6)
(pick-up i3 o15 t6)
(move-to t6 t12)
(craft-bed i1 i2 i3 o8 o13 o14 o15 o24 t12)
"
train_48,Craft a bowl.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bowl)) ))
 )","(move-to t1 t14)
(pick-up i1 o9 t14)
(move-to t14 t15)
(craft-bowl1 i1 i3 o7 o9 o23 t15)","(move-to t1 t8)
(pick-up i1 o11 t8)
(move-to t8 t6)
(craft-bowl i1 i3 o2 o11 o24 t6)
"
train_49,Craft a wood plank.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o WoodPlank)) ))
 )","(move-to t1 t14)
(pick-up i1 o8 t14)
(move-to t14 t7)
(craft-wood-plank i1 i3 o1 o8 o23 t7)","(move-to t1 t8)
(pick-up i1 o11 t8)
(move-to t8 t4)
(craft-wood-plank i1 o11 o24 t4)
"
train_50,Craft a paper.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Paper)) ))
 )","(move-to t1 t11)
(pick-up i1 o21 t11)
(move-to t11 t13)
(craft-paper i1 i3 o1 o21 o24 t13)","(move-to t1 t6)
(pick-up i1 o21 t6)
(move-to t6 t4)
(craft-paper i1 i3 o1 o21 o24 t4)
"
train_51,Craft a arrow.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Arrow)) ))
 )","(move-to t1 t13)
(pick-up i1 o10 t13)
(move-to t13 t4)
(pick-up i2 o11 t4)
(move-to t4 t6)
(craft-arrow i1 i2 i3 o2 o10 o11 o24 t6)","(move-to t1 t8)
(pick-up i1 o4 t8)
(move-to t8 t4)
(craft-arrow i1 i3 o2 o4 o24 t4)
"
train_52,Craft a boat.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Boat)) ))
 )","(move-to t1 t3)
(pick-up i1 o9 t3)
(move-to t3 t13)
(craft-boat i1 i3 o6 o9 o24 t13)","(move-to t1 t4)
(pick-up i1 o13 t4)
(move-to t4 t8)
(craft-boat i1 i3 o4 o13 o24 t8)
"
train_53,Craft a gold ingot.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o GoldIngot)) ))
 )","(move-to t1 t6)
(pick-up i1 o15 t6)
(move-to t6 t7)
(pick-up i2 o14 t7)
(move-to t7 t9)
(craft-gold-ingot i1 i2 i3 o4 o15 o14 o23 t9)","(move-to t1 t6)
(pick-up i1 o11 t6)
(move-to t6 t4)
(craft-gold-ingot i1 i3 o2 o11 o24 t4)
"
train_54,Craft a sword.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Sword)) ))
 )","(move-to t1 t12)
(pick-up i1 o10 t12)
(move-to t12 t2)
(pick-up i2 o12 t2)
(move-to t2 t9)
(craft-sword i1 i2 i3 o2 o10 o12 o24 t9)","(move-to t1 t8)
(pick-up i1 o15 t8)
(move-to t8 t6)
(pick-up i2 o16 t6)
(move-to t6 t4)
(craft-sword i1 i2 i3 o4 o15 o16 o24 t4)
"
train_55,Craft a paper.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Paper)) ))
 )","(move-to t1 t6)
(pick-up i1 o21 t6)
(move-to t6 t2)
(craft-paper i1 i3 o1 o21 o24 t2)","(move-to t1 t5)
(pick-up i1 o21 t5)
(move-to t5 t2)
(craft-paper i1 i3 o1 o21 o24 t2)
"
train_56,Craft a bed.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Bed)) ))
 )","(move-to t1 t1)
(pick-up i1 o9 t1)
(move-to t1 t4)
(pick-up i2 o17 t4)
(move-to t4 t12)
(craft-bed i1 i2 i3 o5 o9 o17 o24 t12)","(move-to t1 t4)
(pick-up i1 o13 t4)
(move-to t4 t6)
(pick-up i2 o14 t6)
(move-to t6 t8)
(craft-bed i1 i2 i3 o4 o13 o14 o24 t8)
"
train_57,Craft a wood plank.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o WoodPlank)) ))
 )","(move-to t1 t12)
(pick-up i1 o8 t12)
(move-to t12 t9)
(craft-wood-plank i1 i3 o1 o8 o23 t9)","(move-to t1 t6)
(pick-up i1 o10 t6)
(move-to t6 t8)
(craft-wood-plank i1 i3 o2 o10 o24 t8)
"
train_58,Craft a gold ingot.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o GoldIngot)) ))
 )","(move-to t1 t8)
(pick-up i1 o15 t8)
(move-to t8 t11)
(pick-up i2 o14 t11)
(move-to t11 t4)
(craft-gold-ingot i1 i2 i3 o4 o15 o14 o23 t4)","(move-to t1 t6)
(pick-up i1 o9 t6)
(move-to t6 t4)
(craft-gold-ingot i1 i3 o4 o9 o24 t4)
"
train_59,Craft a cooked potato.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o CookedPotato)) ))
 )","(move-to t1 t12)
(pick-up i1 o18 t12)
(move-to t12 t12)
(pick-up i2 o15 t12)
(move-to t12 t1)
(craft-cooked-potato i1 i2 i3 o4 o18 o15 o24 t1)","(move-to t1 t6)
(pick-up i1 o17 t6)
(move-to t6 t8)
(craft-cooked-potato i1 i3 o6 o17 o24 t8)
"
train_60,Craft a wood plank.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o WoodPlank)) ))
 )","(move-to t1 t12)
(pick-up i1 o8 t12)
(move-to t12 t4)
(craft-wood-plank i1 i3 o1 o8 o23 t4)","(move-to t1 t8)
(pick-up i1 o8 t8)
(move-to t8 t4)
(craft-wood-plank i1 i3 o2 o8 o24 t4)
"
train_61,Craft a paper.,"(:goal
   (exists (?i - inventory) (exists (?o - object) (and (inventory-holding ?i ?o) (object-of-type ?o Paper)) ))
 )","(move-to t1 t15)
(pick-up i1 o21 t15)
(move-to t15 t3)
(craft-paper i1 i3 o1 o21 o24 t3)","(move-to t1 t5)
(pick-up i1 o21 t5)
(move-to t5 t2)
(craft-paper i1 i3 o1 o21 o24 t2)
"
