problem_id,goal,task_success,task_plan,task_plan_success_prefix
train_38,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(pick-up i1 o14 t4)\n(move-left t4 t3)\n(move-left t3 t2)\n(mine-feather o5 o14 i3 o17 i1 t2)')",False,"move-right, move-right, move-right, pick-up, move-left, move-left, mine-feather","move-right, move-right, move-right, pick-up, move-left, move-left, mine-feather"
train_39,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 SugarCane))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(move-right t4 t5)\n(pick-up i1 o14 t5)\n(move-right t5 t6)\n(mine-cane o10 o14 i3 t6 o17 i1)')",True,"move-right, move-right, move-right, move-right, pick-up, move-right, mine-cane","move-right, move-right, move-right, move-right, pick-up, move-right, mine-cane"
train_41,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wool))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(move-right t4 t5)\n(move-right t5 t6)\n(move-right t6 t7)\n(move-right t7 t8)\n(move-right t8 t9)\n(move-right t9 t10)\n(move-right t10 t11)\n(move-right t11 t12)\n(pick-up i1 o14 t12)\n(mine-wool1 o6 o14 i3 o17 i1 t12)')",True,"move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, pick-up, mine-wool1","move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, pick-up, mine-wool1"
train_42,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '(move-right t1 t2)\n(pick-up i1 o11 t2)\n(move-left t2 t1)\n(mine-iron-ore i1 i3 o1 o11 o17 t1)')",True,"move-right, pick-up, move-left, mine-iron-ore","move-right, pick-up, move-left, mine-iron-ore"
train_44,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(move-right t4 t5)\n(move-right t5 t6)\n(pick-up i1 o11 t6)\n(move-right t6 t7)\n(move-right t7 t8)\n(mine-gold-ore o9 o11 i3 o17 i1 t8)')",True,"move-right, move-right, move-right, move-right, move-right, pick-up, move-right, move-right, mine-gold-ore","move-right, move-right, move-right, move-right, move-right, pick-up, move-right, move-right, mine-gold-ore"
train_54,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wool))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(pick-up i1 o14 t3)\n(move-left t3 t2)\n(move-left t2 t1)\n(mine-wool1 o6 o14 i3 o17 i1 t1)')",True,"move-right, move-right, pick-up, move-left, move-left, mine-wool1","move-right, move-right, pick-up, move-left, move-left, mine-wool1"
train_57,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(pick-up i1 o5 t1)\n(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(move-right t4 t5)\n(pick-up i2 o14 t5)\n(place-entity o5 i1 t5)\n(mine-feather o5 o14 i3 o17 i2 t5)')",False,"pick-up, move-right, move-right, move-right, move-right, pick-up, place-entity, mine-feather","pick-up, move-right, move-right, move-right, move-right, pick-up"
train_58,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(move-right t4 t5)\n(move-right t5 t6)\n(move-right t6 t7)\n(move-right t7 t8)\n(move-right t8 t9)\n(move-right t9 t10)\n(pick-up i1 o12 t10)\n(move-left t10 t9)\n(move-left t9 t8)\n(move-left t8 t7)\n(mine-potato o7 o12 i3 t7 o17 i1)')",True,"move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, pick-up, move-left, move-left, move-left, mine-potato","move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, pick-up, move-left, move-left, move-left, mine-potato"
train_59,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(move-right t4 t5)\n(move-right t5 t6)\n(move-right t6 t7)\n(move-right t7 t8)\n(move-right t8 t9)\n(move-right t9 t10)\n(move-right t10 t11)\n(move-right t11 t12)\n(move-right t12 t13)\n(pick-up i1 o12 t13)\n(move-right t13 t14)\n(mine-potato o7 o12 i3 t14 o17 i1)')",True,"move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, pick-up, move-right, mine-potato","move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, pick-up, move-right, mine-potato"
train_61,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(move-right t4 t5)\n(pick-up i1 o12 t5)\n(move-right t5 t6)\n(move-right t6 t7)\n(move-right t7 t8)\n(move-right t8 t9)\n(move-right t9 t10)\n(move-right t10 t11)\n(mine-potato o7 o12 i3 t11 o17 i1)')",True,"move-right, move-right, move-right, move-right, pick-up, move-right, move-right, move-right, move-right, move-right, move-right, mine-potato","move-right, move-right, move-right, move-right, pick-up, move-right, move-right, move-right, move-right, move-right, move-right, mine-potato"
train_69,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(move-right t4 t5)\n(move-right t5 t6)\n(pick-up i1 o14 t6)\n(move-right t6 t7)\n(move-right t7 t8)\n(move-right t8 t9)\n(move-right t9 t10)\n(mine-potato1 o7 o14 i3 t10 o17 i1)')",True,"move-right, move-right, move-right, move-right, move-right, pick-up, move-right, move-right, move-right, move-right, mine-potato1","move-right, move-right, move-right, move-right, move-right, pick-up, move-right, move-right, move-right, move-right, mine-potato1"
train_70,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 SugarCane))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(move-right t4 t5)\n(pick-up i1 o14 t5)\n(move-right t5 t6)\n(move-right t6 t7)\n(move-right t7 t8)\n(move-right t8 t9)\n(move-right t9 t10)\n(mine-cane o10 o14 i3 t10 o17 i1)')",True,"move-right, move-right, move-right, move-right, pick-up, move-right, move-right, move-right, move-right, move-right, mine-cane","move-right, move-right, move-right, move-right, pick-up, move-right, move-right, move-right, move-right, move-right, mine-cane"
train_78,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(move-right t1 t2)\n(pick-up i1 o14 t2)\n(move-right t2 t3)\n(mine-potato1 o7 o14 i3 t3 o17 i1)')",True,"move-right, pick-up, move-right, mine-potato1","move-right, pick-up, move-right, mine-potato1"
train_79,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(move-right t4 t5)\n(move-right t5 t6)\n(move-right t6 t7)\n(move-right t7 t8)\n(pick-up i1 o11 t8)\n(move-left t8 t7)\n(move-left t7 t6)\n(move-left t6 t5)\n(move-left t5 t4)\n(move-left t4 t3)\n(mine-gold o9 o11 i3 o17 i1 t3)')",True,"move-right, move-right, move-right, move-right, move-right, move-right, move-right, pick-up, move-left, move-left, move-left, move-left, move-left, mine-gold","move-right, move-right, move-right, move-right, move-right, move-right, move-right, pick-up, move-left, move-left, move-left, move-left, move-left, mine-gold"
train_83,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(move-right t4 t5)\n(move-right t5 t6)\n(move-right t6 t7)\n(move-right t7 t8)\n(pick-up i1 o11 t8)\n(move-left t8 t7)\n(move-left t7 t6)\n(mine-iron-ore i1 i3 o1 o11 o17 t6)')",True,"move-right, move-right, move-right, move-right, move-right, move-right, move-right, pick-up, move-left, move-left, mine-iron-ore","move-right, move-right, move-right, move-right, move-right, move-right, move-right, pick-up, move-left, move-left, mine-iron-ore"
train_90,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(move-right t4 t5)\n(move-right t5 t6)\n(move-right t6 t7)\n(move-right t7 t8)\n(move-right t8 t9)\n(move-right t9 t10)\n(move-right t10 t11)\n(pick-up i1 o11 t11)\n(move-left t11 t10)\n(move-left t10 t9)\n(move-left t9 t8)\n(move-left t8 t7)\n(mine-iron-ore i1 i3 o1 o11 o17 t7)')",True,"move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, pick-up, move-left, move-left, move-left, move-left, mine-iron-ore","move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, move-right, pick-up, move-left, move-left, move-left, move-left, mine-iron-ore"
train_96,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 SugarCane))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(move-right t4 t5)\n(pick-up i1 o14 t5)\n(move-right t5 t6)\n(mine-cane o10 o14 i3 t6 o17 i1)')",True,"move-right, move-right, move-right, move-right, pick-up, move-right, mine-cane","move-right, move-right, move-right, move-right, pick-up, move-right, mine-cane"
train_98,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(move-right t1 t2)\n(move-right t2 t3)\n(move-right t3 t4)\n(pick-up i1 o14 t4)\n(move-right t4 t5)\n(mine-potato1 o7 o14 i3 t5 o17 i1)')",True,"move-right, move-right, move-right, pick-up, move-right, mine-potato1","move-right, move-right, move-right, pick-up, move-right, mine-potato1"
