operator_name,gt_operator,codex_raw_operator,codex_preprocessed_operator,
craft-stick,"(:action craft-stick
  :parameters (?ingredientinv1 - inventory ?targetinv - inventory ?station - object ?ingredient1 - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station WorkStation)
    (inventory-holding ?ingredientinv1 ?ingredient1)
    (object-of-type ?ingredient1 WoodPlank)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target Stick)
    (not (inventory-holding ?ingredientinv1 ?ingredient1))
    (inventory-empty ?ingredientinv1)
    (not (object-of-type ?ingredient1 WoodPlank))
    (object-of-type ?ingredient1 Hypothetical)
  )
 )","(:action craft-stick
  :parameters (?toolinv - inventory ?targetinv - inventory ?tool - object ?target - object)
  :precondition (and
    (agent-at ?t)
    (inventory-holding ?toolinv ?tool)
    (object-of-type ?tool Waxe)
    (object-of-type ?target ToyCar)
    (inventory-holding ?toolinv WoodPlank)
    (inventory-empty ?targetinv)
  )
  :effect (and (not (inventory-empty ?targetinv)) (inventory-holding ?targetinv ?target))
 )
","(:action craft-stick
        :parameters (?toolinv - inventory ?target - object ?t - tile ?tool - object ?targetinv - inventory)

        :precondition (and 
		(agent-at ?t)
		(inventory-holding ?toolinv ?tool)
		(object-of-type ?tool Waxe)
		(object-of-type ?target ToyCar)
		(inventory-holding ?toolinv WoodPlank)
		(inventory-empty ?targetinv)
		)
        :effect (and 
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		)
)",
mine-coal,"(:action mine-coal
  :parameters (?toolinv - inventory ?targetinv - inventory ?x - object ?tool - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?x ?t)
    (object-of-type ?x CoalOreVein)
    (inventory-holding ?toolinv ?tool)
    (object-of-type ?tool Pickaxe)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target Coal)
  )
 )","(:action mine-coal
  :parameters (?toolinv - inventory ?targetinv - inventory ?x - object ?tool1 - object ?tool2 - object ?tool3 - object ?tool4 - object ?tool5 - object ?tool6 - object ?tool7 - object ?tool8 - object ?tool9 - object ?tool10 - object ?tool11 - object ?tool12 - object ?tool13 - object ?tool14 - object ?tool15 - object ?tool16 - object ?tool17 - object ?tool18 - object ?target - object ?t - tile)
  :precondition (and 
    (agent-at ?t)
    (object-at ?x ?t)
    (object-of-type ?x CoalOreVein)
    (inventory-holding ?toolinv ?tool1)
    (inventory-holding ?toolinv ?tool2)
    (inventory-holding ?toolinv ?tool3)
    (inventory-holding ?toolinv ?tool4)
    (inventory-holding ?toolinv ?tool5)
    (inventory-holding ?toolinv ?tool6)
    (inventory-holding ?toolinv ?tool7)
    (",FAILED,
do-nothing,,"(:action do-nothing
  :parameters (?t - tile)
  :precondition (agent-at ?t)
  :effect (and)
 )
",FAILED,
drop-off,,"(:action drop-off
  :parameters (?i - inventory ?x - object ?t - tile)
  :precondition (and (object-at Trash ?t) (inventory-holding ?i ?x) (not (inventory-empty ?i)))
  :effect (and (object-at ?x ?t) (not (inventory-holding ?i ?x)) (inventory-empty ?i))
 )
","(:action drop-off
        :parameters (?x - object ?i - inventory ?t - tile)

        :precondition (and 
		(object-at Trash ?t)
		(inventory-holding ?i ?x)
		(not (inventory-empty ?i))
		)
        :effect (and 
		(object-at ?x ?t)
		(not (inventory-holding ?i ?x))
		(inventory-empty ?i)
		)
)",
mine-cobblestone,"(:action mine-cobblestone
  :parameters (?toolinv - inventory ?targetinv - inventory ?x - object ?tool - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?x ?t)
    (object-of-type ?x CobblestoneStash)
    (inventory-holding ?toolinv ?tool)
    (object-of-type ?tool Pickaxe)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target Cobblestone)
  )
 )","(:action mine-cobblestone
  :parameters (?toolinv - inventory ?targetinv - inventory ?x - object ?tool - object ?target - object ?t - tile)
  :precondition (and
    (object-at ?x ?t)
    (agent-at ?t)
    (inventory-holding ?toolinv ?tool)
    (object-of-type ?tool Pickaxe)
    (inventory-holding ?targetinv ?target)
    (object-of-type ?target Trash)
    (object-of-type ?x CobblestoneStash)
  )
  :effect (and
    (inventory-holding ?targetinv ?target)
    (not (inventory-holding ?targetinv ?target))
    (object-of-type ?target Cobblestone)
    (object-of-type ?x CobblestoneStash)
  )
 )
","(:action mine-cobblestone
        :parameters (?toolinv - inventory ?x - object ?target - object ?t - tile ?tool - object ?targetinv - inventory)

        :precondition (and 
		(object-at ?x ?t)
		(agent-at ?t)
		(inventory-holding ?toolinv ?tool)
		(object-of-type ?tool Pickaxe)
		(inventory-holding ?targetinv ?target)
		(object-of-type ?target Trash)
		(object-of-type ?x CobblestoneStash)
		)
        :effect (and 
		(inventory-holding ?targetinv ?target)
		(not (inventory-holding ?targetinv ?target))
		(object-of-type ?target Cobblestone)
		(object-of-type ?x CobblestoneStash)
		)
)",
mine-feather,"(:action mine-feather
  :parameters (?toolinv - inventory ?targetinv - inventory ?x - object ?tool - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?x ?t)
    (object-of-type ?x Chicken)
    (inventory-holding ?toolinv ?tool)
    (object-of-type ?tool Sword)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target Feather)
  )
 )","(:action mine-feather
  :parameters (?toolinv - inventory ?targetinv - inventory ?x - object ?tool - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-of-type ?x Chicken)
    (object-at ?x ?t)
    (inventory-holding ?toolinv ?tool)
    (object-of-type ?tool Shears)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (object-of-type ?target Feather)
    (not (object-of-type ?target Hypothetical))
    (not (object-at ?x ?t))
  )
 )
","(:action mine-feather
        :parameters (?toolinv - inventory ?x - object ?target - object ?t - tile ?tool - object ?targetinv - inventory)

        :precondition (and 
		(agent-at ?t)
		(object-of-type ?x Chicken)
		(object-at ?x ?t)
		(inventory-holding ?toolinv ?tool)
		(object-of-type ?tool Shears)
		(inventory-empty ?targetinv)
		(object-of-type ?target Hypothetical)
		)
        :effect (and 
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		(object-of-type ?target Feather)
		(not (object-of-type ?target Hypothetical))
		(not (object-at ?x ?t))
		)
)",
place-entity,,"(:action place-entity
  :parameters (?i - inventory ?x - object ?t - tile)
  :precondition (and (inventory-holding ?i ?x) (agent-at ?t))
  :effect (and (object-at ?x ?t) (not (inventory-holding ?i ?x)))
 )
","(:action place-entity
        :parameters (?x - object ?i - inventory ?t - tile)

        :precondition (and 
		(inventory-holding ?i ?x)
		(agent-at ?t)
		)
        :effect (and 
		(object-at ?x ?t)
		(not (inventory-holding ?i ?x))
		)
)",
drop,,"(:action drop
  :parameters (?i - inventory ?x - object ?t - tile)
  :precondition (and (agent-at ?t) (inventory-holding ?i ?x))
  :effect (and (object-at ?x ?t) (inventory-empty ?i))
 )
","(:action drop
        :parameters (?x - object ?i - inventory ?t - tile)

        :precondition (and 
		(agent-at ?t)
		(inventory-holding ?i ?x)
		)
        :effect (and 
		(object-at ?x ?t)
		(inventory-empty ?i)
		)
)",
move-robots,,"(:action move-robots
  :parameters ()
  :precondition (true)
  :effect (true)
 )
",FAILED,
up,,"(:action up
  :parameters (?t1 - tile ?t2 - tile)
  :precondition (and (agent-at ?t1) (tile-up ?t1 ?t2))
  :effect (and (agent-at ?t2) (not (agent-at ?t1)))
 )
","(:action up
        :parameters (?t2 - tile ?t1 - tile)

        :precondition (and 
		(agent-at ?t1)
		(tile-up ?t1 ?t2)
		)
        :effect (and 
		(agent-at ?t2)
		(not (agent-at ?t1))
		)
)",
down,,"(:action down
  :parameters (?t1 - tile ?t2 - tile)
  :precondition (and (agent-at ?t1) (tile-down ?t1 ?t2))
  :effect (and (agent-at ?t2) (not (agent-at ?t1)))
 )
","(:action down
        :parameters (?t2 - tile ?t1 - tile)

        :precondition (and 
		(agent-at ?t1)
		(tile-down ?t1 ?t2)
		)
        :effect (and 
		(agent-at ?t2)
		(not (agent-at ?t1))
		)
)",
mine-gold,,"(:action mine-gold
  :parameters (?toolinv - inventory ?targetinv - inventory ?x - object ?tool - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?x ?t)
    (object-of-type ?x GoldOreVein)
    (inventory-holding ?toolinv ?tool)
    (object-of-type ?tool Pickaxe)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target GoldOre)
  )
 )
","(:action mine-gold
        :parameters (?toolinv - inventory ?x - object ?target - object ?t - tile ?tool - object ?targetinv - inventory)

        :precondition (and 
		(agent-at ?t)
		(object-at ?x ?t)
		(object-of-type ?x GoldOreVein)
		(inventory-holding ?toolinv ?tool)
		(object-of-type ?tool Pickaxe)
		(inventory-empty ?targetinv)
		(object-of-type ?target Hypothetical)
		)
        :effect (and 
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		(not (object-of-type ?target Hypothetical))
		(object-of-type ?target GoldOre)
		)
)",
mine-cane,,"(:action mine-cane
  :parameters (?toolinv - inventory ?targetinv - inventory ?x - object ?tool - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?x ?t)
    (object-of-type ?x SugarCanePlant)
    (inventory-holding ?toolinv ?tool)
    (object-of-type ?tool Shears)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target SugarCane)
  )
 )
","(:action mine-cane
        :parameters (?toolinv - inventory ?x - object ?target - object ?t - tile ?tool - object ?targetinv - inventory)

        :precondition (and 
		(agent-at ?t)
		(object-at ?x ?t)
		(object-of-type ?x SugarCanePlant)
		(inventory-holding ?toolinv ?tool)
		(object-of-type ?tool Shears)
		(inventory-empty ?targetinv)
		(object-of-type ?target Hypothetical)
		)
        :effect (and 
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		(not (object-of-type ?target Hypothetical))
		(object-of-type ?target SugarCane)
		)
)",
mine-iron,,"(:action mine-iron
  :parameters (?toolinv - inventory ?targetinv - inventory ?x - object ?tool - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?x ?t)
    (object-of-type ?x IronOreVein)
    (inventory-holding ?toolinv ?tool)
    (object-of-type ?tool Pickaxe)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target IronOre)
  )
 )
","(:action mine-iron
        :parameters (?toolinv - inventory ?x - object ?target - object ?t - tile ?tool - object ?targetinv - inventory)

        :precondition (and 
		(agent-at ?t)
		(object-at ?x ?t)
		(object-of-type ?x IronOreVein)
		(inventory-holding ?toolinv ?tool)
		(object-of-type ?tool Pickaxe)
		(inventory-empty ?targetinv)
		(object-of-type ?target Hypothetical)
		)
        :effect (and 
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		(not (object-of-type ?target Hypothetical))
		(object-of-type ?target IronOre)
		)
)",
open-iron-ore,,"(:action open-iron-ore
  :parameters (?x - object)
  : pre condition (and
  (inventory-holding i1 ?x)
  (object-of-type ?x IronOre))
  :effect (and
  (inventory-empty i 1)
  (inventory-holding ?i3 ?x))
  )",FAILED,
close,,"(:action close
  :parameters (?x - object)
  :precondition (and)
  :effect (and)
 )
",FAILED,
harvest-sugar-cane,,"(:action harvest-sugar-cane
  :parameters (?toolinv - inventory ?targetinv - inventory ?w - object ?tool - object ?target - object ?wt - tile ?tf - tile)
  :precondition (and
    (agent-at ?wt)
    (agent-at ?tf)
    (object-at ?w ?wt)
    (object-of-type ?w SugarCanePlant)
    (inventory-holding ?toolinv ?tool)
    (object-of-type ?tool Shears)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target SugarCane)
  )
 )
","(:action harvest-sugar-cane
        :parameters (?toolinv - inventory ?target - object ?w - object ?tf - tile ?tool - object ?targetinv - inventory ?wt - tile)

        :precondition (and 
		(agent-at ?wt)
		(agent-at ?tf)
		(object-at ?w ?wt)
		(object-of-type ?w SugarCanePlant)
		(inventory-holding ?toolinv ?tool)
		(object-of-type ?tool Shears)
		(inventory-empty ?targetinv)
		(object-of-type ?target Hypothetical)
		)
        :effect (and 
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		(not (object-of-type ?target Hypothetical))
		(object-of-type ?target SugarCane)
		)
)",
mine-wool,,"(:action mine-wool
  :parameters (?toolinv - inventory ?targetinv - inventory ?x - object ?tool - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?x ?t)
    (object-of-type ?x Sheep)
    (inventory-holding ?toolinv ?tool)
    (object-of-type ?tool Shears)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target Wool)
  )
 )
","(:action mine-wool
        :parameters (?toolinv - inventory ?x - object ?target - object ?t - tile ?tool - object ?targetinv - inventory)

        :precondition (and 
		(agent-at ?t)
		(object-at ?x ?t)
		(object-of-type ?x Sheep)
		(inventory-holding ?toolinv ?tool)
		(object-of-type ?tool Shears)
		(inventory-empty ?targetinv)
		(object-of-type ?target Hypothetical)
		)
        :effect (and 
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		(not (object-of-type ?target Hypothetical))
		(object-of-type ?target Wool)
		)
)",
