problem,nl_goal,gt_pddl_goal,gt_plan,proposed_plan
train_7,Mine wool from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Wool)
 ))","(move-to t1 t2)
(pick-up i1 o14 t1)
(move-to t2 t3)
(mine-wool1 i1 i3 o6 o14 o17 t2)","(move-to t1 t11)
(pick-up i1 o8 t10)
(move-to t11 t10)
(mine-wool i1 i3 o5 o8 o17 t9)
"
train_7,Mine wool from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Wool)
 ))","(move-to t1 t2)
(pick-up i1 o14 t1)
(move-to t2 t3)
(mine-wool1 i1 i3 o6 o14 o17 t2)","(move-to t1 t9)
(pick-up i1 o14 t8)
(move-to t9 t9)
(mine-wool2 i1 i3 o6 o14 o17 t8)
"
train_7,Mine wool from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Wool)
 ))","(move-to t1 t2)
(pick-up i1 o14 t1)
(move-to t2 t3)
(mine-wool1 i1 i3 o6 o14 o17 t2)","(move-to t1 t20)
(pick-up i1 o9 t19)
(move-to t20 t19)
(mine-wool i1 i3 o8 o9 o17 t18)
"
train_7,Mine wool from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Wool)
 ))","(move-to t1 t2)
(pick-up i1 o14 t1)
(move-to t2 t3)
(mine-wool1 i1 i3 o6 o14 o17 t2)","(move-to t1 t9)
(pick-up i1 o14 t8)
(move-to t9 t9)
(mine-wool1 i1 i3 o6 o14 o17 t8)
"
train_8,Mine sugar cane from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 SugarCane)
 ))","(move-to t1 t4)
(mine-sugar-cane i3 o10 o17 t3)","(move-to t1 t12)
(pick-up i1 o10 t11)
(move-to t12 t11)
(mine-sugar-cane i1 i3 o3 o10 o17 t10)
"
train_8,Mine sugar cane from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 SugarCane)
 ))","(move-to t1 t4)
(mine-sugar-cane i3 o10 o17 t3)","(move-to t1 t2)
(pick-up i1 o9 t2)
(move-to t2 t3)
(mine-sugar-cane i1 i3 o5 o9 o17 t3)
"
train_8,Mine sugar cane from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 SugarCane)
 ))","(move-to t1 t4)
(mine-sugar-cane i3 o10 o17 t3)","(move-to t1 t5)
(pick-up i1 o12 t5)
(move-to t5 t11)
(mine-sugar-cane t11 o10 i1 o12 i3 o17)
"
train_8,Mine sugar cane from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 SugarCane)
 ))","(move-to t1 t4)
(mine-sugar-cane i3 o10 o17 t3)","(move-to t1 t17)
(pick-up i1 o10 t16)
(mine-sugar-cane i1 i3 o5 o10 o17 t15)
"
train_8,Mine sugar cane from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 SugarCane)
 ))","(move-to t1 t4)
(mine-sugar-cane i3 o10 o17 t3)","(move-to t1 t5)
(pick-up i1 o12 t5)
(move-to t5 t11)
(mine-sugar-cane i1 i3 o10 o12 o17 t11)
"
train_9,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t14)
(pick-up i1 o11 t13)
(move-to t14 t3)
(mine-gold-ore i1 i3 o9 o11 o17 t2)","(move-to t1 t9)
(pick-up i1 o12 t9)
(move-to t9 t10)
(mine-gold-ore t10 o3 i1 o12 i3 o17)
"
train_9,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t14)
(pick-up i1 o11 t13)
(move-to t14 t3)
(mine-gold-ore i1 i3 o9 o11 o17 t2)","(move-to t1 t2)
(pick-up i1 o6 t2)
(move-to t2 t3)
(mine-gold-ore i1 i3 o2 o6 o17 t3)
"
train_9,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t14)
(pick-up i1 o11 t13)
(move-to t14 t3)
(mine-gold-ore i1 i3 o9 o11 o17 t2)","(move-to t1 t7)
(mine-gold-ore t7 o5 i1 o11 i3 o17)
"
train_9,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t14)
(pick-up i1 o11 t13)
(move-to t14 t3)
(mine-gold-ore i1 i3 o9 o11 o17 t2)","(move-to t1 t6)
(pick-up i1 o15 t6)
(move-to t6 t10)
(mine-gold-ore t10 o8 i1 o15 i3 o17)
"
train_9,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t14)
(pick-up i1 o11 t13)
(move-to t14 t3)
(mine-gold-ore i1 i3 o9 o11 o17 t2)","(move-to t1 t17)
(pick-up i1 o12 t15)
(move-to t17 t16)
(mine-gold-ore i1 i3 o2 o12 o17 t15)
"
train_10,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","(move-to t1 t5)
(mine-beetroot i3 o8 o17 t4)","(move-to t1 t4)
(pick-up i1 o16 t4)
(move-to t4 t2)
(mine-beetroot i1 i3 o5 o16 o17 t3)
"
train_10,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","(move-to t1 t5)
(mine-beetroot i3 o8 o17 t4)","(move-to t1 t6)
(pick-up i1 o12 t6)
(move-to t6 t7)
(mine-beetroot t7 o9 i1 o12 i3 o17)
"
train_10,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","(move-to t1 t5)
(mine-beetroot i3 o8 o17 t4)","(move-to t1 t10)
(pick-up i1 o15 t9)
(move-to t10 t10)
(mine-beetroot i1 i3 o8 o15 o17 t9)
"
train_10,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","(move-to t1 t5)
(mine-beetroot i3 o8 o17 t4)","(move-to t1 t3)
(pick-up i1 o9 t3)
(move-to t3 t6)
(mine-beetroot t6 o13 i1 o9 i3 o17)
"
train_10,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","(move-to t1 t5)
(mine-beetroot i3 o8 o17 t4)","(move-to t1 t10)
(pick-up i1 o16 t9)
(move-to t10 t11)
(mine-beetroot i1 i3 o10 o16 o17 t10)
"
train_11,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t4)
(pick-up i1 o11 t3)
(move-to t4 t2)
(mine-gold-ore i1 i3 o9 o11 o17 t1)","(move-to t1 t18)
(pick-up i1 o8 t17)
(move-to t18 t16)
(mine-gold-ore i1 i3 o3 o8 o17 t15)
"
train_11,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t4)
(pick-up i1 o11 t3)
(move-to t4 t2)
(mine-gold-ore i1 i3 o9 o11 o17 t1)","(move-to t1 t6)
(pick-up i1 o14 t6)
(move-to t6 t9)
(mine-gold-ore t9 o8 i1 o14 i3 o17)
"
train_11,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t4)
(pick-up i1 o11 t3)
(move-to t4 t2)
(mine-gold-ore i1 i3 o9 o11 o17 t1)","(move-to t1 t19)
(pick-up i1 o10 t18)
(move-to t19 t17)
(mine-gold-ore i1 i3 o4 o10 o17 t17)
"
train_11,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t4)
(pick-up i1 o11 t3)
(move-to t4 t2)
(mine-gold-ore i1 i3 o9 o11 o17 t1)","(move-to t1 t17)
(pick-up i1 o10 t16)
(move-to t17 t15)
(mine-gold-ore i1 i3 o2 o10 o17 t14)
"
train_11,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t4)
(pick-up i1 o11 t3)
(move-to t4 t2)
(mine-gold-ore i1 i3 o9 o11 o17 t1)","(move-to t1 t16)
(pick-up i1 o10 t15)
(move-to t16 t10)
(mine-gold-ore i1 i3 o2 o10 o17 t10)
"
train_12,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","(move-to t1 t10)
(pick-up i1 o13 t9)
(move-to t10 t12)
(mine-feather i1 i3 o5 o13 o17 t11)","(move-to t1 t11)
(pick-up i1 o13 t10)
(move-to t11 t10)
(mine-feather i1 i3 o5 o13 o17 t9)
"
train_12,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","(move-to t1 t10)
(pick-up i1 o13 t9)
(move-to t10 t12)
(mine-feather i1 i3 o5 o13 o17 t11)","(move-to t1 t7)
(pick-up i1 o10 t6)
(move-to t7 t6)
(mine-feather i1 i3 o9 o10 o17 t5)
"
train_12,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","(move-to t1 t10)
(pick-up i1 o13 t9)
(move-to t10 t12)
(mine-feather i1 i3 o5 o13 o17 t11)","(move-to t1 t9)
(pick-up i1 o15 t9)
(mine-feather t9 o8 i1 o15 i3 o17)
"
train_12,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","(move-to t1 t10)
(pick-up i1 o13 t9)
(move-to t10 t12)
(mine-feather i1 i3 o5 o13 o17 t11)","(move-to t1 t11)
(pick-up i1 o15 t10)
(move-to t11 t10)
(mine-feather i1 o8 t10)
"
train_12,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","(move-to t1 t10)
(pick-up i1 o13 t9)
(move-to t10 t12)
(mine-feather i1 i3 o5 o13 o17 t11)","(move-to t1 t3)
(pick-up i1 o11 t3)
(move-to t3 t12)
(mine-feather t12 o9 i1 o11 i3 o17)
"
train_13,Mine coal from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Coal)
 ))","(move-to t1 t15)
(pick-up i1 o11 t14)
(move-to t15 t10)
(mine-coal i1 i3 o2 o11 o17 t9)","(move-to t1 t3)
(pick-up i1 o11 t3)
(move-to t3 t9)
(mine-coal t9 o9 i1 o11 i3 o17)
"
train_13,Mine coal from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Coal)
 ))","(move-to t1 t15)
(pick-up i1 o11 t14)
(move-to t15 t10)
(mine-coal i1 i3 o2 o11 o17 t9)","(move-to t1 t3)
(pick-up i1 o18 t3)
(move-to t3 t4)
(mine-coal i1 o18 o15 t4)"
train_13,Mine coal from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Coal)
 ))","(move-to t1 t15)
(pick-up i1 o11 t14)
(move-to t15 t10)
(mine-coal i1 i3 o2 o11 o17 t9)","(move-to t1 t6)
(pick-up i1 o5 t5)
(move-to t6 t5)
(mine-coal i1 i3 o3 o5 o17 t4)
"
train_13,Mine coal from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Coal)
 ))","(move-to t1 t15)
(pick-up i1 o11 t14)
(move-to t15 t10)
(mine-coal i1 i3 o2 o11 o17 t9)","(move-to t1 t22)
(pick-up i1 o9 t21)
(move-to t22 t20)
(mine-coal i1 i3 o2 o9 o17 t19)
"
train_13,Mine coal from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Coal)
 ))","(move-to t1 t15)
(pick-up i1 o11 t14)
(move-to t15 t10)
(mine-coal i1 i3 o2 o11 o17 t9)","(move-to t1 t2)
(pick-up i1 o11 t2)
(move-to t2 t6)
(mine-coal i1 o4 o11 o17 t6)
"
train_14,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","(move-to t1 t9)
(mine-beetroot i3 o8 o17 t8)","(move-to t1 t6)
(pick-up i1 o12 t6)
(move-to t6 t10)
(mine-beetroot t10 o8 i1 o12 i3 o17)
"
train_14,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","(move-to t1 t9)
(mine-beetroot i3 o8 o17 t8)","(move-to t1 t3)
(pick-up i1 o15 t2)
(move-to t3 t1)
(mine-beetroot i1 o8 o15 o17 t1)
"
train_14,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","(move-to t1 t9)
(mine-beetroot i3 o8 o17 t8)","(move-to t1 t7)
(pick-up i1 o13 t6)
(move-to t7 t9)
(mine-beetroot t9 o8 i1 o13 i3 o17)
"
train_14,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","(move-to t1 t9)
(mine-beetroot i3 o8 o17 t8)","(move-to t1 t5)
(pick-up i1 o12 t5)
(move-to t5 t11)
(mine-beetroot i1 i3 o7 o12 o17 t11)
"
train_14,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","(move-to t1 t9)
(mine-beetroot i3 o8 o17 t8)","(move-to t1 t7)
(pick-up i1 o16 t7)
(mine-beetroot t7 o8 i1 o16 i3 o17)
"
train_15,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t10)
(pick-up i1 o11 t9)
(move-to t10 t3)
(mine-gold-ore i1 i3 o9 o11 o17 t2)","(move-to t1 t3)
(pick-up i1 o15 t3)
(mine-gold-ore i1 i3 o15 o17)"
train_15,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t10)
(pick-up i1 o11 t9)
(move-to t10 t3)
(mine-gold-ore i1 i3 o9 o11 o17 t2)","(move-to t1 t2)
(pick-up i1 o7 t2)
(move-to t2 t3)
(mine-gold-ore t3 o5 i1 o7 i3 o17)
"
train_15,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t10)
(pick-up i1 o11 t9)
(move-to t10 t3)
(mine-gold-ore i1 i3 o9 o11 o17 t2)","(move-to t1 t4)
(pick-up i1 o9 t4)
(move-to t4 t4)
(mine-gold-ore i1 i3 o5 o9 o17 t4)
"
train_15,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t10)
(pick-up i1 o11 t9)
(move-to t10 t3)
(mine-gold-ore i1 i3 o9 o11 o17 t2)","(move-to t1 t9)
(pick-up i1 o11 t9)
(move-to t9 t7)
(mine-gold-ore o11 o9 i1 o17)"
train_15,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t10)
(pick-up i1 o11 t9)
(move-to t10 t3)
(mine-gold-ore i1 i3 o9 o11 o17 t2)","(move-to t1 t19)
(pick-up i1 o15 t18)
(move-to t19 t17)
(mine-gold-ore i1 i3 o2 o15 o17 t16)
"
train_16,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t15)
(pick-up i1 o11 t14)
(move-to t15 t5)
(mine-iron-ore i1 i3 o1 o11 o17 t4)","(move-to t1 t15)
(pick-up i1 o11 t15)
(move-to t15 t16)
(mine-iron-ore i1 i3 o1 o11 o17 t16)
"
train_16,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t15)
(pick-up i1 o11 t14)
(move-to t15 t5)
(mine-iron-ore i1 i3 o1 o11 o17 t4)","(move-to t1 t6)
(pick-up i1 o10 t5)
(move-to t6 t5)
(mine-iron-ore i1 i3 o2 o10 o17 t5)
"
train_16,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t15)
(pick-up i1 o11 t14)
(move-to t15 t5)
(mine-iron-ore i1 i3 o1 o11 o17 t4)","(move-to t1 t6)
(pick-up i1 o11 t6)
(mine-iron-ore t6 o9 i1 o11 i3 o17)
"
train_16,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t15)
(pick-up i1 o11 t14)
(move-to t15 t5)
(mine-iron-ore i1 i3 o1 o11 o17 t4)","(move-to t1 t14)
(pick-up i1 o11 t13)
(move-to t14 t12)
(mine-iron-ore i1 i3 o1 o11 o17 t11)
"
train_16,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t15)
(pick-up i1 o11 t14)
(move-to t15 t5)
(mine-iron-ore i1 i3 o1 o11 o17 t4)","(move-to t1 t14)
(pick-up i1 o11 t13)
(move-to t14 t12)
(mine-iron-ore i1 i3 o1 o11 o17 t11)
"
train_17,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t12)
(pick-up i1 o11 t11)
(move-to t12 t15)
(mine-iron-ore i1 i3 o1 o11 o17 t14)","(move-to t1 t6)
(pick-up i1 o16 t6)
(move-to t6 t10)
(mine-iron-ore t10 o11 i1 o16 i3 o17)
"
train_17,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t12)
(pick-up i1 o11 t11)
(move-to t12 t15)
(mine-iron-ore i1 i3 o1 o11 o17 t14)","(move-to t1 t6)
(pick-up i1 o11 t6)
(move-to t6 t10)
(mine-iron-ore t10 o9 i1 o11 i3 o17)
"
train_17,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t12)
(pick-up i1 o11 t11)
(move-to t12 t15)
(mine-iron-ore i1 i3 o1 o11 o17 t14)","(move-to t1 t6)
(pick-up i1 o11 t6)
(mine-iron-ore t6 o8 i1 o11 i3 o17)
"
train_17,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t12)
(pick-up i1 o11 t11)
(move-to t12 t15)
(mine-iron-ore i1 i3 o1 o11 o17 t14)","(move-to t1 t14)
(pick-up i1 o11 t13)
(move-to t14 t12)
(mine-iron-ore i1 i3 o1 o11 o17 t11)
"
train_17,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t12)
(pick-up i1 o11 t11)
(move-to t12 t15)
(mine-iron-ore i1 i3 o1 o11 o17 t14)","(move-to t1 t3)
(pick-up i1 o14 t3)
(move-to t3 t7)
(pick-up i2 o15 t7)
(move-to t7 t12)
(mine-iron-ore i1 i3 o1 o14 o17 t12)
"
train_18,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t5)
(pick-up i1 o11 t4)
(move-to t5 t10)
(mine-iron-ore i1 i3 o1 o11 o17 t9)","(move-to t1 t5)
(pick-up i1 o11 t5)
(move-to t5 t6)
(mine-iron-ore t6 o10 i1 o11 i3 o17)
"
train_18,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t5)
(pick-up i1 o11 t4)
(move-to t5 t10)
(mine-iron-ore i1 i3 o1 o11 o17 t9)","(move-to t1 t14)
(pick-up i1 o11 t13)
(move-to t14 t12)
(mine-iron-ore i1 i3 o1 o11 o17 t12)
"
train_18,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t5)
(pick-up i1 o11 t4)
(move-to t5 t10)
(mine-iron-ore i1 i3 o1 o11 o17 t9)","(move-to t1 t14)
(pick-up i1 o11 t13)
(move-to t14 t12)
(mine-iron-ore i1 i3 o1 o11 o17 t11)
"
train_18,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t5)
(pick-up i1 o11 t4)
(move-to t5 t10)
(mine-iron-ore i1 i3 o1 o11 o17 t9)","(move-to t1 t14)
(pick-up i1 o11 t13)
(move-to t14 t12)
(mine-iron-ore i1 i3 o1 o11 o17 t11)
"
train_18,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","(move-to t1 t5)
(pick-up i1 o11 t4)
(move-to t5 t10)
(mine-iron-ore i1 i3 o1 o11 o17 t9)","(move-to t1 t2)
(pick-up i1 o8 t2)
(move-to t2 t3)
(mine-iron-ore t3 o15 i1 o8 i3 o17)
"
train_19,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t8)
(pick-up i1 o11 t7)
(move-to t8 t11)
(mine-gold-ore i1 i3 o9 o11 o17 t10)","(move-to t1 t14)
(pick-up i1 o9 t13)
(move-to t14 t12)
(mine-gold-ore i1 i3 o2 o9 o17 t11)
"
train_19,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t8)
(pick-up i1 o11 t7)
(move-to t8 t11)
(mine-gold-ore i1 i3 o9 o11 o17 t10)","(move-to t1 t2)
(pick-up i1 o11 t2)
(move-to t2 t3)
(mine-gold-ore i1 i3 o2 o11 o17 t3)
"
train_19,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t8)
(pick-up i1 o11 t7)
(move-to t8 t11)
(mine-gold-ore i1 i3 o9 o11 o17 t10)","(move-to t1 t6)
(pick-up i1 o10 t5)
(move-to t6 t6)
(mine-gold-ore i1 i3 o2 o10 o17 t5)
"
train_19,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t8)
(pick-up i1 o11 t7)
(move-to t8 t11)
(mine-gold-ore i1 i3 o9 o11 o17 t10)","(move-to t1 t19)
(pick-up i1 o12 t18)
(move-to t19 t17)
(mine-gold-ore i1 i3 o2 o12 o17 t16)
"
train_19,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","(move-to t1 t8)
(pick-up i1 o11 t7)
(move-to t8 t11)
(mine-gold-ore i1 i3 o9 o11 o17 t10)","(move-to t1 t6)
(pick-up i1 o13 t6)
(move-to t6 t12)
(mine-gold-ore t12 o9 i1 o13 i3 o17)
"
train_20,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","(move-to t1 t4)
(mine-beetroot i3 o8 o17 t3)","(move-to t1 t2)
(pick-up i1 o12 t2)
(mine-beetroot t2 o4 i1 o12 i3 o16)
"
train_20,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","(move-to t1 t4)
(mine-beetroot i3 o8 o17 t3)","(move-to t1 t7)
(pick-up i1 o15 t7)
(mine-beetroot t7 o8 i1 o15 i3 o17)
"
train_20,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","(move-to t1 t4)
(mine-beetroot i3 o8 o17 t3)","(move-to t1 t2)
(pick-up i1 o9 t2)
(move-to t2 t3)
(mine-beetroot t3 o8 i1 o9 i3 o17)
"
train_20,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","(move-to t1 t4)
(mine-beetroot i3 o8 o17 t3)","(move-to t1 t15)
(pick-up i1 o12 t14)
(move-to t15 t18)
(mine-beetroot i1 o11 o12 o17 t18)"
