problem_id,attempt_id,sample_percent,goal,success,plan,sampled_operators
train/pick_heat_then_place_in_recep-AppleSliced-None-Fridge-24/trial_T20190909_073807_553746,2,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AppleType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False,,"['LiftGlass', 'Approach', 'Go', 'pickup', 'returnBox', 'SwitchOn', 'GetObject']"
train/pick_heat_then_place_in_recep-AppleSliced-None-Fridge-24/trial_T20190909_073807_553746,3,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AppleType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False,,"['pickup', 'LiftGlass', 'OffObject', 'CookObject', 'SwitchOn', 'GetObject', 'Go']"
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220204_504890,0,1.0,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KnifeType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False,,"['GoL', 'CookObject', 'Chill', 'pickup', 'GetObject', 'Go', 'HeatObject', 'put', 'SwitchOn', 'Approach', 'returnBox', 'LiftGlass', 'OnObject', 'CoolObject', 'OffObject']"
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220204_504890,1,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KnifeType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False,,"['pickup', 'Go', 'returnBox', 'put', 'GetObject', 'Approach', 'Chill']"
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220204_504890,2,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KnifeType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False,,"['Chill', 'OnObject', 'GoL', 'SwitchOn', 'LiftGlass', 'Go', 'Approach']"
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220204_504890,3,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KnifeType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False,,"['Approach', 'returnBox', 'GoL', 'Chill', 'HeatObject', 'LiftGlass', 'OffObject']"
train/pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084028_991219,0,1.0,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o GlassbottleType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",False,,"['GoL', 'CookObject', 'Chill', 'pickup', 'GetObject', 'Go', 'HeatObject', 'put', 'SwitchOn', 'Approach', 'returnBox', 'LiftGlass', 'OnObject', 'CoolObject', 'OffObject']"
train/pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084028_991219,1,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o GlassbottleType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",False,,"['SwitchOn', 'CookObject', 'Chill', 'pickup', 'put', 'Approach', 'LiftGlass']"
train/pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084028_991219,2,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o GlassbottleType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",False,,"['pickup', 'LiftGlass', 'Chill', 'OffObject', 'HeatObject', 'Go', 'OnObject']"
train/pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084028_991219,3,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o GlassbottleType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",False,,"['returnBox', 'put', 'CookObject', 'Approach', 'GoL', 'SwitchOn', 'Go']"
train/pick_heat_then_place_in_recep-AppleSliced-None-SideTable-3/trial_T20190918_165030_719864,0,1.0,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KnifeType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(wasInReceptacle ?o ?r)
		(isSliced ?o))))
)",False,,"['GoL', 'CookObject', 'Chill', 'pickup', 'GetObject', 'Go', 'HeatObject', 'put', 'SwitchOn', 'Approach', 'returnBox', 'LiftGlass', 'OnObject', 'CoolObject', 'OffObject']"
train/pick_heat_then_place_in_recep-AppleSliced-None-SideTable-3/trial_T20190918_165030_719864,1,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KnifeType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(wasInReceptacle ?o ?r)
		(isSliced ?o))))
)",False,,"['put', 'OffObject', 'GetObject', 'GoL', 'pickup', 'SwitchOn', 'Chill']"
train/pick_heat_then_place_in_recep-AppleSliced-None-SideTable-3/trial_T20190918_165030_719864,2,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KnifeType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(wasInReceptacle ?o ?r)
		(isSliced ?o))))
)",False,,"['returnBox', 'put', 'OnObject', 'LiftGlass', 'CoolObject', 'SwitchOn', 'Go']"
train/pick_heat_then_place_in_recep-AppleSliced-None-SideTable-3/trial_T20190918_165030_719864,3,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KnifeType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(wasInReceptacle ?o ?r)
		(isSliced ?o))))
)",False,,"['LiftGlass', 'CoolObject', 'CookObject', 'GetObject', 'Chill', 'Approach', 'HeatObject']"
train/pick_cool_then_place_in_recep-Apple-None-SideTable-21/trial_T20190907_180858_138819,0,1.0,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AppleType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",False,,"['GoL', 'CookObject', 'Chill', 'pickup', 'GetObject', 'Go', 'HeatObject', 'put', 'SwitchOn', 'Approach', 'returnBox', 'LiftGlass', 'OnObject', 'CoolObject', 'OffObject']"
train/pick_cool_then_place_in_recep-Apple-None-SideTable-21/trial_T20190907_180858_138819,1,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AppleType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",False,,"['LiftGlass', 'pickup', 'Go', 'GetObject', 'HeatObject', 'GoL', 'CoolObject']"
train/pick_cool_then_place_in_recep-Apple-None-SideTable-21/trial_T20190907_180858_138819,2,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AppleType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",False,,"['GoL', 'Go', 'LiftGlass', 'OnObject', 'pickup', 'CoolObject', 'put']"
train/pick_cool_then_place_in_recep-Apple-None-SideTable-21/trial_T20190907_180858_138819,3,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AppleType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",False,,"['returnBox', 'LiftGlass', 'OffObject', 'OnObject', 'pickup', 'GetObject', 'Go']"
train/pick_cool_then_place_in_recep-LettuceSliced-None-CounterTop-24/trial_T20190909_153425_218344,0,1.0,"(:goal
	(exists (?r - receptacle)
(exists (?l - object)
(and 
		(objectType ?l LettuceType)
		(receptacleType ?r DiningTableType)
		(wasInReceptacle ?l ?r)
		(cleanable ?l)
		(isClean ?l)
		(inReceptacle ?l ?r))))
)",False,,"['GoL', 'CookObject', 'Chill', 'pickup', 'GetObject', 'Go', 'HeatObject', 'put', 'SwitchOn', 'Approach', 'returnBox', 'LiftGlass', 'OnObject', 'CoolObject', 'OffObject']"
train/pick_cool_then_place_in_recep-LettuceSliced-None-CounterTop-24/trial_T20190909_153425_218344,1,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?l - object)
(and 
		(objectType ?l LettuceType)
		(receptacleType ?r DiningTableType)
		(wasInReceptacle ?l ?r)
		(cleanable ?l)
		(isClean ?l)
		(inReceptacle ?l ?r))))
)",False,,"['returnBox', 'Chill', 'GetObject', 'GoL', 'Go', 'Approach', 'SwitchOn']"
train/pick_cool_then_place_in_recep-LettuceSliced-None-CounterTop-24/trial_T20190909_153425_218344,2,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?l - object)
(and 
		(objectType ?l LettuceType)
		(receptacleType ?r DiningTableType)
		(wasInReceptacle ?l ?r)
		(cleanable ?l)
		(isClean ?l)
		(inReceptacle ?l ?r))))
)",False,,"['GoL', 'LiftGlass', 'returnBox', 'Chill', 'Go', 'OffObject', 'put']"
train/pick_cool_then_place_in_recep-LettuceSliced-None-CounterTop-24/trial_T20190909_153425_218344,3,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?l - object)
(and 
		(objectType ?l LettuceType)
		(receptacleType ?r DiningTableType)
		(wasInReceptacle ?l ?r)
		(cleanable ?l)
		(isClean ?l)
		(inReceptacle ?l ?r))))
)",False,,"['returnBox', 'GoL', 'CoolObject', 'pickup', 'OnObject', 'OffObject', 'LiftGlass']"
train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-14/trial_T20190909_114102_376957,0,1.0,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o))))
)",False,,"['GoL', 'CookObject', 'Chill', 'pickup', 'GetObject', 'Go', 'HeatObject', 'put', 'SwitchOn', 'Approach', 'returnBox', 'LiftGlass', 'OnObject', 'CoolObject', 'OffObject']"
train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-14/trial_T20190909_114102_376957,1,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o))))
)",False,,"['returnBox', 'Go', 'CookObject', 'GoL', 'CoolObject', 'HeatObject', 'Chill']"
train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-14/trial_T20190909_114102_376957,2,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o))))
)",False,,"['OffObject', 'pickup', 'put', 'HeatObject', 'Chill', 'Go', 'GetObject']"
train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-14/trial_T20190909_114102_376957,3,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o))))
)",False,,"['Chill', 'returnBox', 'Go', 'LiftGlass', 'HeatObject', 'CoolObject', 'GoL']"
train/pick_heat_then_place_in_recep-PotatoSliced-None-DiningTable-7/trial_T20190908_032410_853210,0,1.0,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)",False,,"['GoL', 'CookObject', 'Chill', 'pickup', 'GetObject', 'Go', 'HeatObject', 'put', 'SwitchOn', 'Approach', 'returnBox', 'LiftGlass', 'OnObject', 'CoolObject', 'OffObject']"
train/pick_heat_then_place_in_recep-PotatoSliced-None-DiningTable-7/trial_T20190908_032410_853210,1,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)",False,,"['HeatObject', 'GetObject', 'SwitchOn', 'OnObject', 'returnBox', 'put', 'GoL']"
train/pick_heat_then_place_in_recep-PotatoSliced-None-DiningTable-7/trial_T20190908_032410_853210,2,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)",False,,"['Approach', 'CookObject', 'HeatObject', 'OnObject', 'Chill', 'GoL', 'SwitchOn']"
train/pick_heat_then_place_in_recep-PotatoSliced-None-DiningTable-7/trial_T20190908_032410_853210,3,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)",False,,"['Chill', 'Approach', 'returnBox', 'SwitchOn', 'OffObject', 'CookObject', 'Go']"
train/pick_cool_then_place_in_recep-Cup-None-Shelf-1/trial_T20190907_181520_113143,0,1.0,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o GlassbottleType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r)
		(isCool ?o)
		(coolable ?o))))
)",False,,"['GoL', 'CookObject', 'Chill', 'pickup', 'GetObject', 'Go', 'HeatObject', 'put', 'SwitchOn', 'Approach', 'returnBox', 'LiftGlass', 'OnObject', 'CoolObject', 'OffObject']"
train/pick_cool_then_place_in_recep-Cup-None-Shelf-1/trial_T20190907_181520_113143,1,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o GlassbottleType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r)
		(isCool ?o)
		(coolable ?o))))
)",False,,"['OnObject', 'LiftGlass', 'CoolObject', 'HeatObject', 'GoL', 'returnBox', 'put']"
train/pick_cool_then_place_in_recep-Cup-None-Shelf-1/trial_T20190907_181520_113143,2,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o GlassbottleType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r)
		(isCool ?o)
		(coolable ?o))))
)",False,,"['CookObject', 'Go', 'GetObject', 'returnBox', 'Chill', 'put', 'pickup']"
train/pick_cool_then_place_in_recep-Cup-None-Shelf-1/trial_T20190907_181520_113143,3,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o GlassbottleType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r)
		(isCool ?o)
		(coolable ?o))))
)",False,,"['SwitchOn', 'Go', 'Chill', 'LiftGlass', 'HeatObject', 'CoolObject', 'GetObject']"
train/pick_cool_then_place_in_recep-PotatoSliced-None-DiningTable-24/trial_T20190908_194409_961394,0,1.0,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",False,,"['GoL', 'CookObject', 'Chill', 'pickup', 'GetObject', 'Go', 'HeatObject', 'put', 'SwitchOn', 'Approach', 'returnBox', 'LiftGlass', 'OnObject', 'CoolObject', 'OffObject']"
train/pick_cool_then_place_in_recep-PotatoSliced-None-DiningTable-24/trial_T20190908_194409_961394,1,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",False,,"['OnObject', 'put', 'HeatObject', 'GoL', 'GetObject', 'SwitchOn', 'returnBox']"
train/pick_cool_then_place_in_recep-PotatoSliced-None-DiningTable-24/trial_T20190908_194409_961394,2,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",False,,"['SwitchOn', 'put', 'GoL', 'OffObject', 'Approach', 'LiftGlass', 'GetObject']"
train/pick_cool_then_place_in_recep-PotatoSliced-None-DiningTable-24/trial_T20190908_194409_961394,3,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",False,,"['OffObject', 'returnBox', 'GoL', 'put', 'HeatObject', 'CookObject', 'CoolObject']"
train/pick_heat_then_place_in_recep-Mug-None-SideTable-3/trial_T20190908_231853_151753,0,1.0,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o CupType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(isClean ?o)
		(heatable ?o)
		(isHot ?o))))
)",False,,"['GoL', 'CookObject', 'Chill', 'pickup', 'GetObject', 'Go', 'HeatObject', 'put', 'SwitchOn', 'Approach', 'returnBox', 'LiftGlass', 'OnObject', 'CoolObject', 'OffObject']"
train/pick_heat_then_place_in_recep-Mug-None-SideTable-3/trial_T20190908_231853_151753,1,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o CupType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(isClean ?o)
		(heatable ?o)
		(isHot ?o))))
)",False,,"['OnObject', 'pickup', 'Approach', 'returnBox', 'SwitchOn', 'Go', 'Chill']"
train/pick_heat_then_place_in_recep-Mug-None-SideTable-3/trial_T20190908_231853_151753,2,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o CupType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(isClean ?o)
		(heatable ?o)
		(isHot ?o))))
)",False,,"['OffObject', 'CoolObject', 'Chill', 'Go', 'GoL', 'Approach', 'returnBox']"
train/pick_heat_then_place_in_recep-Mug-None-SideTable-3/trial_T20190908_231853_151753,3,0.5,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o CupType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(isClean ?o)
		(heatable ?o)
		(isHot ?o))))
)",False,,"['Approach', 'Chill', 'Go', 'OnObject', 'GetObject', 'returnBox', 'LiftGlass']"
train/pick_heat_then_place_in_recep-PotatoSliced-None-DiningTable-27/trial_T20190908_101505_620069,0,1.0,"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False,,"['GoL', 'CookObject', 'Chill', 'pickup', 'GetObject', 'Go', 'HeatObject', 'put', 'SwitchOn', 'Approach', 'returnBox', 'LiftGlass', 'OnObject', 'CoolObject', 'OffObject']"
